id,task,sid,eye,stimfile,trialid,start_ms,end_ms,duration_ms,fix_x,fix_y,orig_fix_x,orig_fix_y,disp_x,disp_y,aoi_subline,aoi_line
0,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,369004.924,369216.637,215.7170000000042,177.32750000000001,160.5,177.32750000000001,169.22250000000003,0.3331375120507864,0.41275104606696655,,
1,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,369284.703,369448.825,168.12300000002142,525.71,160.5,525.71,248.10999999999999,0.3968552812380175,0.8168806603622996,line_001-part_002,line_001
2,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,369504.827,369608.835,108.00900000002002,408.945,160.5,408.945,164.975,0.4313410083245518,0.30067243303572766,line_001-part_002,line_001
3,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,369628.838,369916.856,292.01800000004005,361.235,160.5,361.235,157.57999999999998,0.547326207627311,0.8634902758776951,line_001-part_001,line_001
4,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,369956.853,370256.872,304.01799999998184,476.2375,160.5,476.2375,145.5675,0.7131540593598301,0.5143222891265272,line_001-part_002,line_001
5,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,370304.867,370656.715,355.84699999995064,598.15,160.5,598.15,143.87,0.6550941047727362,0.28720144589254987,line_001-part_003,line_001
6,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,370728.706,371176.752,452.045999999973,725.98,160.5,725.98,159.375,0.30363605020722634,0.6111786866859753,line_001-part_004,line_001
7,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,371200.753,371636.762,440.0079999999725,847.2625,160.5,847.2625,154.86499999999998,0.8092021976906876,0.6731452275445934,line_001-part_005,line_001
8,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,371664.754,372016.722,355.9649999999674,965.43,160.5,965.43,142.43,0.4919604504688518,0.46299782811101986,line_001-part_006,line_001
9,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,372064.693,372632.54,571.8459999999614,1081.0,160.5,1081.0,152.39,0.3001335935500033,0.5027372401833942,line_001-part_007,line_001
10,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,372696.535,373396.655,704.1210000000428,1187.535,160.5,1187.535,136.78,1.2731429949017214,0.5629525527133992,line_001-part_008,line_001
11,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,373448.613,373748.397,303.7870000000112,1329.5625,160.5,1329.5625,133.10750000000002,0.3044443094358224,0.20745320200493805,line_001-part_009,line_001
12,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,373836.448,373952.485,120.03800000000047,444.75,236.5,444.75,255.2125,0.3532092828941214,0.2097432698192785,line_002-part_002,line_002
13,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,373992.497,374104.496,115.99900000001071,388.595,236.5,388.595,229.85500000000002,0.22456135567677435,0.1656931418610859,line_002-part_001,line_002
14,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,374124.497,374336.483,215.98400000005495,355.77,236.5,355.77,216.5075,0.5051620178691663,0.4572053036394541,line_002-part_001,line_002
15,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,374388.465,374676.518,292.05099999997765,465.23,236.5,465.23,201.375,0.5042190487691447,0.3025583712357731,line_002-part_002,line_002
16,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,374704.506,374792.468,91.96100000001024,508.54499999999996,236.5,508.54499999999996,200.93,0.2723833600350548,0.28208247077814164,line_002-part_002,line_002
17,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,374828.453,375416.403,591.9510000000009,604.1800000000001,236.5,604.1800000000001,205.3425,0.5005818822404838,0.7444067495320033,line_002-part_003,line_002
18,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,375452.411,375796.361,347.94899999996414,713.595,236.5,713.595,211.91,0.5015248513405085,0.5602583552847638,line_002-part_004,line_002
19,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,375844.349,376276.411,436.06300000002375,830.15,236.5,830.15,222.185,0.37974712756618195,0.4708110006540628,line_002-part_005,line_002
20,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,376312.415,376856.253,547.8360000000102,954.345,236.5,954.345,227.24,1.127386914012545,0.5078562152978023,line_002-part_006,line_002
21,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,376896.232,377336.21,443.9780000000028,1075.855,236.5,1075.855,222.29000000000002,0.3588670974942601,0.7099210224454688,line_002-part_007,line_002
22,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,377384.213,377935.977,555.75900000002,1196.105,236.5,1196.105,215.46499999999997,0.43201455768171315,0.6043084832429547,line_002-part_008,line_002
23,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,377987.95,378448.099,464.1479999999865,1335.21,236.5,1335.21,210.86,0.4547805259536782,0.4597647911966571,line_002-part_009,line_002
24,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,378604.058,379032.092,432.0339999999851,594.69,312.5,594.69,293.4525,0.9127940888217284,1.1776336960565998,line_003-part_003,line_003
25,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,379100.097,379715.961,619.8640000000014,356.57,312.5,356.57,291.07500000000005,0.9466062665511014,0.45504994569654456,line_003-part_001,line_003
26,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,379807.966,380535.994,732.0270000000019,476.32000000000005,312.5,476.32000000000005,288.375,1.0448097628248698,0.9414872914366923,line_003-part_002,line_003
27,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,380575.987,381275.804,703.8169999999809,601.1375,312.5,601.1375,286.2675,0.5271197269125475,0.5400518745699955,line_003-part_003,line_003
28,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,381335.807,381895.854,564.0460000000312,722.795,312.5,722.795,291.28499999999997,0.2326439479626798,0.35334399276555306,line_003-part_004,line_003
29,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,381947.841,382455.631,511.79099999996834,842.4749999999999,312.5,842.4749999999999,299.33000000000004,0.8692828003492579,0.42864681089591716,line_003-part_005,line_003
30,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,382495.642,383135.732,644.0890000000363,950.005,312.5,950.005,289.245,0.3567117395513475,0.8229426045767286,line_003-part_006,line_003
31,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,383187.724,383631.67,447.945000000007,1075.8675,312.5,1075.8675,277.545,0.42245015681005643,0.6526693270869633,line_003-part_007,line_003
32,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,383683.618,384055.567,375.95000000001164,1202.145,312.5,1202.145,291.68,0.27750233514946077,0.32747969745065075,line_003-part_008,line_003
33,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,384083.57,384395.55,315.9789999999921,1334.1599999999999,312.5,1334.1599999999999,290.25,0.5748070213993901,0.5182288753980475,line_003-part_009,line_003
34,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,384443.538,384811.566,372.02700000000186,1212.415,312.5,1212.415,292.73,0.6991442327309212,0.4697333216826088,line_003-part_008,line_003
35,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,384839.56,385347.35,511.7930000000051,1326.47,312.5,1326.47,291.56,0.9545541489655782,0.5958217613427529,line_003-part_009,line_003
36,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,385423.388,385531.404,112.01600000000326,767.875,312.5,767.875,345.19,0.15518577188940763,0.5163429371980028,line_003-part_004,line_003
37,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,385615.401,385747.415,136.01500000001397,1303.0925,312.5,1303.0925,313.8825,0.14063710577478275,0.3047137291786796,line_003-part_009,line_003
38,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,385791.429,385903.462,116.03499999997439,1329.525,312.5,1329.525,310.5,0.19061446807597274,0.1555899015037041,line_003-part_009,line_003
39,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,385983.494,386135.464,155.96799999999348,478.41499999999996,384.5,478.41499999999996,370.66499999999996,0.4616507293967018,0.3588670974942555,line_004-part_002,line_004
40,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,386179.447,386695.281,519.8280000000377,347.2475,384.5,347.2475,376.1225,0.5738640522993717,0.5368188376556343,line_004-part_001,line_004
41,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,386731.261,386795.264,68.00400000001537,480.565,384.5,480.565,358.21500000000003,0.4683862229682907,0.29932533432141034,line_004-part_002,line_004
42,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,386939.358,387031.368,96.00900000002002,460.5725,384.5,460.5725,339.96500000000003,0.4395583104818904,1.1665874865991948,line_004-part_002,line_004
43,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,387059.361,387331.272,275.9110000000219,486.71000000000004,384.5,486.71000000000004,358.05,0.5756152806279862,0.42891623063878204,line_004-part_002,line_004
44,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,387363.27,388011.245,651.9659999999567,593.915,384.5,593.915,352.645,0.3751669919374996,0.46623086502538114,line_004-part_003,line_004
45,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,388071.117,388971.165,904.0479999999516,710.1825,384.5,710.1825,358.47249999999997,0.39173630612360844,1.1611990917419241,line_004-part_004,line_004
46,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,389131.246,389243.291,116.04500000004191,708.64,384.5,708.64,356.235,0.42150718771003487,1.1858509982139385,line_004-part_004,line_004
47,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,389287.288,389759.117,475.83399999997346,839.5699999999999,384.5,839.5699999999999,378.73,0.8213260861195518,0.6944293872308147,line_004-part_005,line_004
48,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,389827.13,390663.053,839.920999999973,953.9725000000001,384.5,953.9725000000001,371.86750000000006,0.41571466323846756,0.5401865844414272,line_004-part_006,line_004
49,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,390695.044,391402.981,711.9409999999916,1065.9699999999998,384.5,1065.9699999999998,374.26,0.3526704434083917,0.43039803922453024,line_004-part_007,line_004
50,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,391435.011,391974.973,543.9619999999995,1194.4425,384.5,1194.4425,371.4425,1.2559001313584635,0.5035454994119848,line_004-part_008,line_004
51,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,392014.968,392566.818,555.8489999999874,1340.035,384.5,1340.035,371.85,0.5524451827417232,0.45504994569654456,line_004-part_009,line_004
52,T1_Syllables,1421,b,s7_stimuli_t1.jpg,12,392642.811,392782.802,143.99100000003818,501.66499999999996,463.5,501.66499999999996,466.6025,0.4013007069952667,0.22388780631961452,line_005-part_002,line_005
