time,gaze_x_left,gaze_y_left,gaze_x_right,gaze_y_right,pupil_left,pupil_right,stimfile,subject_id
393988503,160.30,140.50,162.25,189.10,4.00,3.89,s7_stimuli_t1.jpg,1033
393992504,161.33,141.84,163.65,188.61,4.00,3.89,s7_stimuli_t1.jpg,1033
393996504,161.72,142.05,164.83,188.39,4.00,3.89,s7_stimuli_t1.jpg,1033
394000505,161.68,141.45,164.18,188.30,4.00,3.89,s7_stimuli_t1.jpg,1033
394004505,162.65,142.74,164.83,187.80,4.01,3.89,s7_stimuli_t1.jpg,1033
394008506,163.73,143.14,165.53,187.96,4.00,3.89,s7_stimuli_t1.jpg,1033
394012506,163.98,143.33,165.82,187.89,4.00,3.89,s7_stimuli_t1.jpg,1033
394016507,162.69,142.77,166.59,187.17,4.00,3.89,s7_stimuli_t1.jpg,1033
394020508,161.81,141.92,166.40,186.81,4.00,3.89,s7_stimuli_t1.jpg,1033
394024508,161.45,141.47,166.27,185.33,4.00,3.89,s7_stimuli_t1.jpg,1033
394028509,160.90,140.00,164.75,184.29,4.01,3.90,s7_stimuli_t1.jpg,1033
394032509,160.45,139.01,164.20,183.94,4.00,3.90,s7_stimuli_t1.jpg,1033
394036510,159.95,137.22,163.52,183.17,4.00,3.90,s7_stimuli_t1.jpg,1033
394040510,158.00,134.58,162.17,182.23,4.00,3.90,s7_stimuli_t1.jpg,1033
394044511,156.10,133.00,162.15,181.36,4.00,3.90,s7_stimuli_t1.jpg,1033
394048512,153.24,132.32,161.92,180.32,4.00,3.90,s7_stimuli_t1.jpg,1033
394052512,152.10,130.55,160.31,178.63,4.00,3.90,s7_stimuli_t1.jpg,1033
394056513,150.46,129.87,160.02,178.14,3.99,3.90,s7_stimuli_t1.jpg,1033
394060513,150.14,128.80,158.03,176.39,3.99,3.90,s7_stimuli_t1.jpg,1033
394064514,149.92,128.83,158.27,174.75,3.99,3.90,s7_stimuli_t1.jpg,1033
394068514,149.93,127.63,157.35,173.27,3.98,3.89,s7_stimuli_t1.jpg,1033
394072515,150.89,127.48,156.85,172.00,3.98,3.89,s7_stimuli_t1.jpg,1033
394076515,151.98,128.09,156.97,171.12,3.97,3.89,s7_stimuli_t1.jpg,1033
394080516,152.53,129.34,155.68,171.64,3.97,3.89,s7_stimuli_t1.jpg,1033
394084517,153.64,130.32,155.54,171.85,3.97,3.88,s7_stimuli_t1.jpg,1033
394088517,156.05,131.69,155.71,172.26,3.96,3.88,s7_stimuli_t1.jpg,1033
394092518,157.59,131.74,154.92,172.77,3.95,3.88,s7_stimuli_t1.jpg,1033
394096518,157.89,132.24,154.61,174.13,3.95,3.88,s7_stimuli_t1.jpg,1033
394100519,159.13,134.13,154.23,174.82,3.94,3.87,s7_stimuli_t1.jpg,1033
394104519,160.05,135.01,154.38,176.35,3.94,3.87,s7_stimuli_t1.jpg,1033
394108520,160.71,135.42,153.74,176.49,3.94,3.86,s7_stimuli_t1.jpg,1033
394112520,160.81,136.34,153.58,177.56,3.94,3.86,s7_stimuli_t1.jpg,1033
394116521,160.15,137.38,153.28,178.94,3.93,3.85,s7_stimuli_t1.jpg,1033
394120522,158.90,138.08,152.59,179.68,3.93,3.85,s7_stimuli_t1.jpg,1033
394124522,158.22,139.67,152.32,180.47,3.92,3.85,s7_stimuli_t1.jpg,1033
394128522,157.30,139.07,152.47,181.79,3.92,3.85,s7_stimuli_t1.jpg,1033
394132522,155.48,139.40,152.28,182.20,3.91,3.85,s7_stimuli_t1.jpg,1033
394136522,154.11,140.63,152.38,182.96,3.91,3.85,s7_stimuli_t1.jpg,1033
394140523,152.44,141.47,152.37,182.53,3.91,3.85,s7_stimuli_t1.jpg,1033
394144523,150.98,140.88,152.31,182.69,3.91,3.85,s7_stimuli_t1.jpg,1033
394148524,151.17,140.76,152.35,182.76,3.91,3.85,s7_stimuli_t1.jpg,1033
394152524,148.88,138.18,152.49,183.74,3.91,3.85,s7_stimuli_t1.jpg,1033
394156524,147.90,137.35,152.83,185.47,3.91,3.85,s7_stimuli_t1.jpg,1033
394160525,146.28,136.51,152.48,185.53,3.91,3.85,s7_stimuli_t1.jpg,1033
394164525,145.07,133.57,152.45,185.60,3.91,3.85,s7_stimuli_t1.jpg,1033
394168526,143.46,130.11,153.36,184.89,3.90,3.85,s7_stimuli_t1.jpg,1033
394172526,142.62,129.00,153.25,182.52,3.90,3.85,s7_stimuli_t1.jpg,1033
394176527,143.40,126.57,153.10,181.35,3.90,3.84,s7_stimuli_t1.jpg,1033
394180527,142.30,126.20,153.68,181.74,3.90,3.83,s7_stimuli_t1.jpg,1033
394184527,142.49,125.30,153.85,181.07,3.90,3.83,s7_stimuli_t1.jpg,1033
394188528,142.98,124.20,154.43,180.78,3.89,3.83,s7_stimuli_t1.jpg,1033
394192528,142.58,123.20,153.51,179.16,3.89,3.82,s7_stimuli_t1.jpg,1033
