id,task,sid,eye,stimfile,trialid,start_ms,end_ms,duration_ms,fix_x,fix_y,orig_fix_x,orig_fix_y,disp_x,disp_y,aoi_subline,aoi_line
0,T5_Pseudo_Text,1016,b,s7_stimuli_t5.jpg,166,1250346.01,1250517.985,175.97399999992922,150.41,196.0,150.41,150.60250000000002,0.33300280217935396,0.3782653189804322,,
1,T5_Pseudo_Text,1016,b,s7_stimuli_t5.jpg,166,1250565.973,1250653.968,91.99500000011176,373.89,196.0,373.89,193.14999999999998,0.22536961490536428,0.18172361656146818,line_001-part_002,line_001
2,T5_Pseudo_Text,1016,b,s7_stimuli_t5.jpg,166,1250681.967,1251529.778,851.8100000000559,305.98,196.0,305.98,191.93,0.8531176157774485,0.6666791537158677,line_001-part_001,line_001
3,T5_Pseudo_Text,1016,b,s7_stimuli_t5.jpg,166,1251565.78,1252277.783,716.0019999998622,344.91499999999996,196.0,344.91499999999996,192.535,1.0215049550671707,0.5287362453697273,line_001-part_001,line_001
4,T5_Pseudo_Text,1016,b,s7_stimuli_t5.jpg,166,1252305.776,1253777.737,1475.9579999998678,406.415,196.0,406.415,182.24,1.1913741029426423,0.8665886029206255,line_001-part_002,line_001
5,T5_Pseudo_Text,1016,b,s7_stimuli_t5.jpg,166,1253809.713,1254917.555,1111.841999999946,470.2675,196.0,470.2675,182.4925,1.6074928957954018,0.9956406597522682,line_001-part_003,line_001
6,T5_Pseudo_Text,1016,b,s7_stimuli_t5.jpg,166,1254941.557,1255585.421,647.8640000000596,529.8924999999999,196.0,529.8924999999999,176.17,0.8374912706913596,0.49694471571182836,line_001-part_004,line_001
7,T5_Pseudo_Text,1016,b,s7_stimuli_t5.jpg,166,1255601.422,1255957.446,360.0239999999758,550.4399999999999,196.0,550.4399999999999,176.825,0.5473262076273141,0.5807342557423937,line_001-part_004,line_001
8,T5_Pseudo_Text,1016,b,s7_stimuli_t5.jpg,166,1255985.45,1257017.3,1035.8519999999553,610.74,196.0,610.74,179.36,1.4191684955337764,0.8193054380480724,line_001-part_005,line_001
9,T5_Pseudo_Text,1016,b,s7_stimuli_t5.jpg,166,1257041.312,1257517.3,479.9880000001285,676.2750000000001,196.0,676.2750000000001,181.4975,0.6759741348446612,0.7341687993031882,line_001-part_006,line_001
