time,gaze_x_left,gaze_y_left,gaze_x_right,gaze_y_right,pupil_left,pupil_right,stimfile,subject_id
2828228558,86.73,42.9,150.43,128.89,4.5,4.39,s7_stimuli_t4.jpg,1187
2828232558,87.13,44.37,151.13,131.03,4.5,4.38,s7_stimuli_t4.jpg,1187
2828236559,86.47,43.38,152.03,133.18,4.51,4.37,s7_stimuli_t4.jpg,1187
2828240559,87.12,44.32,152.65,139.4,4.51,4.37,s7_stimuli_t4.jpg,1187
2828244560,86.98,47.05,153.37,143.34,4.51,4.37,s7_stimuli_t4.jpg,1187
2828248560,85.7,50.23,153.67,145.71,4.51,4.36,s7_stimuli_t4.jpg,1187
2828252561,85.92,53.1,153.72,151.51,4.5,4.36,s7_stimuli_t4.jpg,1187
2828256562,85.95,55.53,154.45,152.65,4.51,4.35,s7_stimuli_t4.jpg,1187
2828260562,85.19,56.58,155.04,154.98,4.5,4.34,s7_stimuli_t4.jpg,1187
2828264563,83.72,57.28,156.11,155.55,4.5,4.34,s7_stimuli_t4.jpg,1187
2828268563,83.11,58.08,156.03,157.29,4.5,4.34,s7_stimuli_t4.jpg,1187
2828272564,82.23,59.63,156.85,157.78,4.5,4.34,s7_stimuli_t4.jpg,1187
2828276564,81.39,60.25,156.81,157.63,4.5,4.34,s7_stimuli_t4.jpg,1187
2828280565,80.59,60.46,155.56,156.37,4.5,4.35,s7_stimuli_t4.jpg,1187
2828284566,80.48,60.26,154.33,153.99,4.51,4.35,s7_stimuli_t4.jpg,1187
2828288566,80.5,58.01,154.25,151.49,4.5,4.36,s7_stimuli_t4.jpg,1187
2828292567,80.87,54.83,153.63,149.82,4.5,4.36,s7_stimuli_t4.jpg,1187
2828296567,79.46,50.83,152.58,146.5,4.5,4.36,s7_stimuli_t4.jpg,1187
2828300568,78.64,46.42,152.28,144.06,4.51,4.36,s7_stimuli_t4.jpg,1187
2828304568,77.44,45.83,152.83,142.04,4.51,4.36,s7_stimuli_t4.jpg,1187
2828308569,76.27,42.02,152.5,138.89,4.51,4.36,s7_stimuli_t4.jpg,1187
2828312569,75.22,38.45,152.95,133.92,4.51,4.36,s7_stimuli_t4.jpg,1187
2828316570,73.33,34.75,152.04,131.68,4.5,4.36,s7_stimuli_t4.jpg,1187
2828320571,70.78,32.57,151.34,130.88,4.51,4.36,s7_stimuli_t4.jpg,1187
2828324571,70.05,31.43,150.84,130.25,4.51,4.36,s7_stimuli_t4.jpg,1187
2828328572,70.27,30.42,152.04,129.93,4.5,4.36,s7_stimuli_t4.jpg,1187
2828332572,69.96,30.05,150.92,128.81,4.5,4.36,s7_stimuli_t4.jpg,1187
