time,gaze_x_left,gaze_y_left,gaze_x_right,gaze_y_right,pupil_left,pupil_right,stimfile,subject_id
961063325,161.34,148.82,141.23,100.97,4.22,4.24,s7_stimuli_t5.jpg,1760
961067325,161.4,147.71,140.54,100.29,4.22,4.25,s7_stimuli_t5.jpg,1760
961071324,161.78,144.39,141.47,99.08,4.23,4.25,s7_stimuli_t5.jpg,1760
961075325,161.86,143.95,142.05,99.25,4.23,4.26,s7_stimuli_t5.jpg,1760
961079326,162.5,142.01,142.52,99.28,4.24,4.26,s7_stimuli_t5.jpg,1760
961083327,161.93,141.61,141.62,98.18,4.25,4.27,s7_stimuli_t5.jpg,1760
961087328,162.61,142.36,142.43,99.2,4.27,4.28,s7_stimuli_t5.jpg,1760
961091328,162.25,141.91,142.81,98.9,4.26,4.29,s7_stimuli_t5.jpg,1760
961095329,161.73,141.45,142.45,97.2,4.27,4.3,s7_stimuli_t5.jpg,1760
961099330,160.41,142.94,143.18,95.15,4.28,4.3,s7_stimuli_t5.jpg,1760
961103331,161.36,141.39,143.4,95.13,4.29,4.31,s7_stimuli_t5.jpg,1760
961107332,162.67,142.5,143.4,94.81,4.3,4.32,s7_stimuli_t5.jpg,1760
961111333,163.31,142.62,142.91,95.25,4.3,4.32,s7_stimuli_t5.jpg,1760
961115333,163.63,144.05,142.08,95.23,4.31,4.33,s7_stimuli_t5.jpg,1760
961119334,164.32,144.42,141.28,94.46,4.31,4.33,s7_stimuli_t5.jpg,1760
961123335,163.08,144.92,140.24,93.24,4.31,4.34,s7_stimuli_t5.jpg,1760
961127336,163.87,145.76,139.77,93.45,4.32,4.34,s7_stimuli_t5.jpg,1760
961131337,162.29,146.47,139.14,92.34,4.33,4.34,s7_stimuli_t5.jpg,1760
961135338,163.66,145.93,139.56,92.04,4.33,4.34,s7_stimuli_t5.jpg,1760
961139339,162.87,145.22,139.91,93.56,4.33,4.34,s7_stimuli_t5.jpg,1760
961143340,162.93,144.33,139.72,93.33,4.34,4.35,s7_stimuli_t5.jpg,1760
961147342,162.95,143.72,139.64,94.45,4.34,4.34,s7_stimuli_t5.jpg,1760
961151343,161.42,142.91,138.79,95.98,4.34,4.34,s7_stimuli_t5.jpg,1760
961155344,159.53,142.39,139.26,95.47,4.35,4.35,s7_stimuli_t5.jpg,1760
961159345,159.35,139.84,139.12,96.45,4.35,4.35,s7_stimuli_t5.jpg,1760
961163346,157.87,138.95,140.09,96.04,4.35,4.35,s7_stimuli_t5.jpg,1760
961167347,157.97,139.34,139.93,95.93,4.36,4.35,s7_stimuli_t5.jpg,1760
961171348,156.32,137.31,139.16,96.53,4.36,4.36,s7_stimuli_t5.jpg,1760
961175349,157.3,137.27,137.81,95.26,4.36,4.36,s7_stimuli_t5.jpg,1760
961179350,156.77,134.98,136.57,94.08,4.36,4.37,s7_stimuli_t5.jpg,1760
961183351,157.62,134.82,134.97,94.57,4.36,4.36,s7_stimuli_t5.jpg,1760
961187353,156.75,134.58,136.69,94.3,4.36,4.36,s7_stimuli_t5.jpg,1760
961191354,155.62,134.66,134.43,92.89,4.37,4.36,s7_stimuli_t5.jpg,1760
961195355,155.61,134.46,134.51,92.5,4.37,4.36,s7_stimuli_t5.jpg,1760
961199356,156.96,134.44,135.5,92.29,4.37,4.36,s7_stimuli_t5.jpg,1760
961203357,157.18,135.41,134.61,91.48,4.37,4.36,s7_stimuli_t5.jpg,1760
961207358,156.48,135.92,133.93,90.69,4.37,4.36,s7_stimuli_t5.jpg,1760
961211359,156.76,136.91,133.95,91.01,4.37,4.36,s7_stimuli_t5.jpg,1760
961215360,157.37,137.23,133.97,90.71,4.37,4.36,s7_stimuli_t5.jpg,1760
961219361,156.95,138.46,134.12,91.96,4.37,4.35,s7_stimuli_t5.jpg,1760
961223362,156.89,138.15,135.13,92.9,4.37,4.36,s7_stimuli_t5.jpg,1760
961227364,157.54,141.52,137.09,91.54,4.37,4.36,s7_stimuli_t5.jpg,1760
961231365,169.77,141.2,151.73,94.81,4.37,4.35,s7_stimuli_t5.jpg,1760
961235366,258.64,143.04,228.75,105.2,4.36,4.33,s7_stimuli_t5.jpg,1760
961239367,334.56,148.42,286.68,115.7,4.36,4.33,s7_stimuli_t5.jpg,1760
961243368,348.01,154.21,318.83,112.21,4.35,4.33,s7_stimuli_t5.jpg,1760
961247369,346.12,164.92,327.39,120.65,4.35,4.32,s7_stimuli_t5.jpg,1760
961251370,343.69,164.93,327.21,122.86,4.34,4.32,s7_stimuli_t5.jpg,1760
961255371,344.0,178.18,326.41,124.37,4.33,4.32,s7_stimuli_t5.jpg,1760
961259372,345.78,182.9,329.64,127.31,4.32,4.31,s7_stimuli_t5.jpg,1760
961263373,349.39,186.4,331.89,132.29,4.3,4.31,s7_stimuli_t5.jpg,1760
961267375,351.93,189.95,331.98,132.51,4.3,4.31,s7_stimuli_t5.jpg,1760
961271376,354.64,194.64,333.26,135.48,4.28,4.31,s7_stimuli_t5.jpg,1760
961275377,356.61,197.11,333.21,137.36,4.27,4.31,s7_stimuli_t5.jpg,1760
961279377,358.69,200.49,335.13,139.56,4.26,4.31,s7_stimuli_t5.jpg,1760
961283377,359.72,204.56,335.25,139.67,4.26,4.31,s7_stimuli_t5.jpg,1760
961287378,362.62,208.15,336.03,141.65,4.25,4.31,s7_stimuli_t5.jpg,1760
961291378,363.73,209.51,334.59,143.92,4.24,4.31,s7_stimuli_t5.jpg,1760
961295378,365.65,212.16,335.8,146.11,4.23,4.3,s7_stimuli_t5.jpg,1760
961299378,367.78,212.31,336.28,148.91,4.23,4.3,s7_stimuli_t5.jpg,1760
961303379,368.49,215.31,336.36,151.86,4.23,4.29,s7_stimuli_t5.jpg,1760
961307379,368.1,217.57,335.24,154.79,4.22,4.29,s7_stimuli_t5.jpg,1760
961311379,368.47,219.5,334.79,157.39,4.22,4.29,s7_stimuli_t5.jpg,1760
961315380,368.8,220.58,336.46,159.82,4.21,4.29,s7_stimuli_t5.jpg,1760
961319380,368.93,220.9,337.73,161.29,4.21,4.29,s7_stimuli_t5.jpg,1760
961323380,369.0,222.69,336.98,163.45,4.2,4.28,s7_stimuli_t5.jpg,1760
961327380,369.51,222.96,338.2,164.98,4.2,4.28,s7_stimuli_t5.jpg,1760
961331379,370.17,224.45,338.98,165.6,4.2,4.27,s7_stimuli_t5.jpg,1760
961335379,371.72,224.44,341.22,167.46,4.19,4.27,s7_stimuli_t5.jpg,1760
961339378,372.46,224.87,340.81,168.34,4.19,4.27,s7_stimuli_t5.jpg,1760
961343377,373.86,225.2,342.58,169.12,4.19,4.27,s7_stimuli_t5.jpg,1760
961347377,376.45,225.13,343.77,168.88,4.19,4.27,s7_stimuli_t5.jpg,1760
961351376,378.72,225.14,345.12,167.79,4.19,4.27,s7_stimuli_t5.jpg,1760
961355376,380.41,223.07,346.92,166.21,4.19,4.26,s7_stimuli_t5.jpg,1760
961359375,381.58,222.54,348.09,162.95,4.18,4.26,s7_stimuli_t5.jpg,1760
961363375,384.03,221.9,348.86,157.89,4.18,4.26,s7_stimuli_t5.jpg,1760
961367374,384.98,220.83,349.63,154.79,4.18,4.27,s7_stimuli_t5.jpg,1760
961371374,387.14,219.56,350.24,152.13,4.18,4.27,s7_stimuli_t5.jpg,1760
961375373,386.91,218.0,350.33,148.04,4.18,4.27,s7_stimuli_t5.jpg,1760
961379373,387.66,216.4,350.72,146.69,4.18,4.27,s7_stimuli_t5.jpg,1760
961383372,388.41,214.94,352.23,146.79,4.18,4.27,s7_stimuli_t5.jpg,1760
961387371,388.52,215.47,352.46,143.08,4.17,4.27,s7_stimuli_t5.jpg,1760
961391371,387.75,214.67,352.68,144.39,4.17,4.28,s7_stimuli_t5.jpg,1760
961395370,387.38,214.25,352.26,141.64,4.17,4.27,s7_stimuli_t5.jpg,1760
961399370,384.2,215.77,347.76,141.97,4.17,4.27,s7_stimuli_t5.jpg,1760
961403369,371.66,217.58,308.09,143.16,4.17,4.28,s7_stimuli_t5.jpg,1760
961407369,361.96,218.21,304.53,144.63,4.17,4.28,s7_stimuli_t5.jpg,1760
961411368,357.07,217.81,295.28,145.79,4.17,4.29,s7_stimuli_t5.jpg,1760
961415368,363.64,217.75,290.31,145.34,4.16,4.29,s7_stimuli_t5.jpg,1760
961419367,353.36,218.53,294.43,145.97,4.16,4.29,s7_stimuli_t5.jpg,1760
961423366,356.05,219.49,303.27,147.77,4.15,4.29,s7_stimuli_t5.jpg,1760
961427366,354.83,220.16,290.19,147.72,4.15,4.29,s7_stimuli_t5.jpg,1760
961431365,352.04,220.08,294.05,148.18,4.15,4.3,s7_stimuli_t5.jpg,1760
961435365,347.76,220.92,294.86,148.23,4.15,4.3,s7_stimuli_t5.jpg,1760
961439364,347.83,220.29,291.62,148.96,4.15,4.3,s7_stimuli_t5.jpg,1760
961443364,347.79,219.57,291.39,150.11,4.15,4.3,s7_stimuli_t5.jpg,1760
961447363,346.45,218.89,293.39,150.36,4.14,4.3,s7_stimuli_t5.jpg,1760
961451363,345.9,218.25,292.23,149.46,4.14,4.3,s7_stimuli_t5.jpg,1760
961455362,348.23,218.85,294.17,148.79,4.14,4.3,s7_stimuli_t5.jpg,1760
