time,gaze_x_left,gaze_y_left,gaze_x_right,gaze_y_right,pupil_left,pupil_right,stimfile,subject_id
354473473,173.37,161.47,161.54,180.86,4.30,4.17,s7_stimuli_t1.jpg,1913
354477468,173.71,161.87,161.93,179.83,4.30,4.17,s7_stimuli_t1.jpg,1913
354481464,172.62,161.36,162.12,179.85,4.31,4.17,s7_stimuli_t1.jpg,1913
354485459,172.57,159.93,160.99,179.10,4.31,4.16,s7_stimuli_t1.jpg,1913
354489455,172.44,159.49,160.86,178.74,4.31,4.16,s7_stimuli_t1.jpg,1913
354493450,171.00,156.86,160.12,179.01,4.31,4.16,s7_stimuli_t1.jpg,1913
354497446,170.47,156.16,161.10,179.71,4.32,4.16,s7_stimuli_t1.jpg,1913
354501441,171.59,153.78,161.32,178.90,4.32,4.16,s7_stimuli_t1.jpg,1913
354505437,171.41,153.69,161.65,178.87,4.32,4.15,s7_stimuli_t1.jpg,1913
354509432,169.83,151.67,161.06,178.66,4.32,4.16,s7_stimuli_t1.jpg,1913
354513428,168.68,149.03,161.36,178.41,4.31,4.16,s7_stimuli_t1.jpg,1913
354517424,167.58,148.19,160.66,176.55,4.31,4.17,s7_stimuli_t1.jpg,1913
354521419,165.45,146.64,160.95,176.42,4.31,4.17,s7_stimuli_t1.jpg,1913
354525415,165.19,146.18,161.09,175.32,4.31,4.17,s7_stimuli_t1.jpg,1913
354529410,164.80,145.70,160.73,174.92,4.32,4.17,s7_stimuli_t1.jpg,1913
354533406,164.78,145.05,159.70,173.94,4.32,4.17,s7_stimuli_t1.jpg,1913
354537401,165.69,147.56,159.45,172.02,4.31,4.16,s7_stimuli_t1.jpg,1913
354541397,165.69,148.96,159.00,169.66,4.31,4.16,s7_stimuli_t1.jpg,1913
354545393,165.38,149.28,157.72,167.20,4.31,4.17,s7_stimuli_t1.jpg,1913
354549388,163.78,149.96,156.14,164.63,4.31,4.17,s7_stimuli_t1.jpg,1913
354553384,161.62,149.48,154.40,161.41,4.31,4.18,s7_stimuli_t1.jpg,1913
354557380,160.66,148.80,152.00,158.43,4.31,4.18,s7_stimuli_t1.jpg,1913
354561376,160.92,149.91,149.91,158.76,4.32,4.18,s7_stimuli_t1.jpg,1913
354565372,160.71,149.32,149.11,157.76,4.32,4.18,s7_stimuli_t1.jpg,1913
354569368,159.76,150.11,147.79,157.03,4.32,4.19,s7_stimuli_t1.jpg,1913
354573364,159.80,150.85,147.64,154.49,4.33,4.19,s7_stimuli_t1.jpg,1913
354577359,159.05,150.87,147.67,153.64,4.33,4.19,s7_stimuli_t1.jpg,1913
354581355,158.37,150.77,147.39,154.24,4.33,4.19,s7_stimuli_t1.jpg,1913
354585357,157.33,150.79,147.04,155.81,4.34,4.19,s7_stimuli_t1.jpg,1913
354589359,156.54,152.69,147.76,156.87,4.34,4.19,s7_stimuli_t1.jpg,1913
354593361,156.78,153.28,148.68,159.31,4.34,4.19,s7_stimuli_t1.jpg,1913
354597363,157.61,155.26,151.04,158.90,4.33,4.19,s7_stimuli_t1.jpg,1913
354601365,158.40,157.16,154.05,161.18,4.34,4.19,s7_stimuli_t1.jpg,1913
354605367,158.03,158.57,154.49,162.27,4.34,4.19,s7_stimuli_t1.jpg,1913
354609369,158.55,160.04,155.93,161.79,4.34,4.20,s7_stimuli_t1.jpg,1913
354613372,159.52,159.74,157.13,162.09,4.34,4.20,s7_stimuli_t1.jpg,1913
354617374,159.40,159.88,158.24,164.18,4.34,4.20,s7_stimuli_t1.jpg,1913
354621376,159.52,160.20,159.23,164.33,4.35,4.20,s7_stimuli_t1.jpg,1913
354625378,160.05,159.82,158.74,165.23,4.35,4.21,s7_stimuli_t1.jpg,1913
354629380,160.26,159.50,160.63,165.66,4.36,4.20,s7_stimuli_t1.jpg,1913
354633382,160.44,157.54,161.98,166.11,4.37,4.20,s7_stimuli_t1.jpg,1913
354637384,160.66,156.30,161.28,166.36,4.37,4.19,s7_stimuli_t1.jpg,1913
354641386,162.25,154.92,162.47,166.57,4.37,4.20,s7_stimuli_t1.jpg,1913
354645388,163.23,153.82,161.34,167.37,4.37,4.20,s7_stimuli_t1.jpg,1913
354649390,163.19,151.52,162.72,166.08,4.37,4.20,s7_stimuli_t1.jpg,1913
354653392,162.63,150.26,162.74,166.77,4.37,4.21,s7_stimuli_t1.jpg,1913
354657394,160.65,148.62,162.02,166.37,4.37,4.21,s7_stimuli_t1.jpg,1913
354661396,160.84,148.92,163.45,166.03,4.39,4.22,s7_stimuli_t1.jpg,1913
354665398,171.37,149.70,183.42,169.26,4.39,4.22,s7_stimuli_t1.jpg,1913
354669400,247.98,154.03,305.77,173.48,4.40,4.23,s7_stimuli_t1.jpg,1913
354673402,347.56,173.45,387.26,191.10,4.41,4.23,s7_stimuli_t1.jpg,1913
354677404,427.79,199.11,466.25,219.88,4.41,4.24,s7_stimuli_t1.jpg,1913
354681406,480.97,230.35,499.81,249.92,4.41,4.25,s7_stimuli_t1.jpg,1913
354685408,522.40,255.15,547.99,274.35,4.41,4.24,s7_stimuli_t1.jpg,1913
354689410,555.67,264.58,573.19,284.87,4.40,4.23,s7_stimuli_t1.jpg,1913
354693412,563.98,280.40,584.28,292.20,4.40,4.23,s7_stimuli_t1.jpg,1913
354697414,557.58,287.77,583.24,295.75,4.40,4.23,s7_stimuli_t1.jpg,1913
354701416,549.44,289.32,581.11,298.16,4.39,4.22,s7_stimuli_t1.jpg,1913
354705418,548.00,294.00,580.77,301.47,4.39,4.22,s7_stimuli_t1.jpg,1913
354709420,552.99,295.46,582.47,303.24,4.38,4.22,s7_stimuli_t1.jpg,1913
354713422,560.32,298.82,583.95,310.59,4.38,4.21,s7_stimuli_t1.jpg,1913
354717424,568.33,302.14,583.39,313.02,4.38,4.21,s7_stimuli_t1.jpg,1913
354721427,568.78,305.09,582.83,314.20,4.37,4.21,s7_stimuli_t1.jpg,1913
354725429,570.49,308.02,584.58,319.41,4.36,4.21,s7_stimuli_t1.jpg,1913
