id,task,sid,eye,stimfile,trialid,start_ms,end_ms,duration_ms,fix_x,fix_y,orig_fix_x,orig_fix_y,disp_x,disp_y,aoi_subline,aoi_line
0,T5_Pseudo_Text,1115,b,s7_stimuli_t5.jpg,166,1187533.537,1187785.62,256.08499999996275,107.1025,196.0,107.1025,105.485,0.47108042039692644,0.590837496099777,,
1,T5_Pseudo_Text,1115,b,s7_stimuli_t5.jpg,166,1187813.598,1188045.322,235.72200000006706,256.435,196.0,256.435,146.56,0.6541511356727115,0.7407695830033455,line_001-part_001,line_001
2,T5_Pseudo_Text,1115,b,s7_stimuli_t5.jpg,166,1188089.335,1188665.431,580.094000000041,236.15500000000003,196.0,236.15500000000003,145.755,0.7825296431471969,0.8372218509484979,line_001-part_001,line_001
3,T5_Pseudo_Text,1115,b,s7_stimuli_t5.jpg,166,1188689.422,1189325.288,639.8599999998696,265.7075,196.0,265.7075,160.69,1.2251862806720184,0.54786504711304,line_001-part_001,line_001
4,T5_Pseudo_Text,1115,b,s7_stimuli_t5.jpg,166,1189349.251,1189705.308,360.0560000000987,356.1175,196.0,356.1175,155.5325,0.5567558986275376,0.8218649256052754,line_001-part_001,line_001
5,T5_Pseudo_Text,1115,b,s7_stimuli_t5.jpg,166,1189873.275,1190665.365,796.0820000001695,356.28,196.0,356.28,162.455,1.1034085568976904,1.1983790162570938,line_001-part_001,line_001
6,T5_Pseudo_Text,1115,b,s7_stimuli_t5.jpg,166,1190689.319,1191365.224,679.9040000000969,436.88750000000005,196.0,436.88750000000005,178.235,1.1055639148406,0.9313840510793105,line_001-part_002,line_001
7,T5_Pseudo_Text,1115,b,s7_stimuli_t5.jpg,166,1191389.219,1192825.103,1439.8850000000093,510.9675,196.0,510.9675,161.20999999999998,1.3986925950761495,0.655363524515598,line_001-part_004,line_001
8,T5_Pseudo_Text,1115,b,s7_stimuli_t5.jpg,166,1192849.109,1193565.031,719.9170000001322,592.3225,196.0,592.3225,161.78,0.6982012636309026,0.5768276694708718,line_001-part_005,line_001
9,T5_Pseudo_Text,1115,b,s7_stimuli_t5.jpg,166,1193588.998,1193968.961,383.9660000000149,639.1425,196.0,639.1425,161.745,0.8544647144917665,0.7039937881024699,line_001-part_005,line_001
10,T5_Pseudo_Text,1115,b,s7_stimuli_t5.jpg,166,1194008.996,1194384.974,379.9760000000242,595.0,196.0,595.0,152.185,0.5030066599262567,0.8847744355639158,line_001-part_005,line_001
11,T5_Pseudo_Text,1115,b,s7_stimuli_t5.jpg,166,1194412.966,1194985.0,576.0339999999851,650.3,196.0,650.3,160.2825,0.6774559434304124,0.5900292368711864,line_001-part_006,line_001
12,T5_Pseudo_Text,1115,b,s7_stimuli_t5.jpg,166,1195013.006,1196444.89,1435.8859999999404,707.2950000000001,196.0,707.2950000000001,165.82,1.3283740421887613,1.0421155653962313,line_001-part_007,line_001
13,T5_Pseudo_Text,1115,b,s7_stimuli_t5.jpg,166,1196468.885,1196704.739,239.8540000000503,809.45,196.0,809.45,144.5675,0.6447214446724865,0.7621884525609985,line_001-part_008,line_001
14,T5_Pseudo_Text,1115,b,s7_stimuli_t5.jpg,166,1196740.739,1197468.703,731.964999999851,791.8050000000001,196.0,791.8050000000001,157.945,1.0091116468954444,0.7891304268473526,line_001-part_008,line_001
15,T5_Pseudo_Text,1115,b,s7_stimuli_t5.jpg,166,1197512.711,1198524.681,1015.972000000067,830.64,196.0,830.64,160.92000000000002,1.296986642145155,1.0852227242544008,line_001-part_008,line_001
16,T5_Pseudo_Text,1115,b,s7_stimuli_t5.jpg,166,1198552.699,1198756.636,207.93399999989197,876.7774999999999,196.0,876.7774999999999,160.35250000000002,0.3629083936372097,0.5854491012425062,line_001-part_009,line_001
17,T5_Pseudo_Text,1115,b,s7_stimuli_t5.jpg,166,1198788.611,1198984.602,199.99099999992177,911.535,196.0,911.535,177.0225,0.34270191292244007,1.2226267931148138,line_001-part_010,line_001
18,T5_Pseudo_Text,1115,b,s7_stimuli_t5.jpg,166,1199008.607,1199148.609,144.00199999986216,862.1400000000001,196.0,862.1400000000001,152.91500000000002,0.4503351001964305,1.2677546000444597,line_001-part_009,line_001
19,T5_Pseudo_Text,1115,b,s7_stimuli_t5.jpg,166,1199164.608,1200304.472,1143.8649999999907,912.255,196.0,912.255,169.75,1.8765085090446652,0.8904322501640499,line_001-part_010,line_001
20,T5_Pseudo_Text,1115,b,s7_stimuli_t5.jpg,166,1200316.474,1200920.374,607.8919999999925,964.4475,196.0,964.4475,182.08749999999998,1.3360525048603686,1.2169689785146791,line_001-part_011,line_001
21,T5_Pseudo_Text,1115,b,s7_stimuli_t5.jpg,166,1200932.35,1201056.111,127.76599999982864,962.345,196.0,962.345,207.26999999999998,0.4223154469386217,0.3571158691656425,line_001-part_011,line_001
22,T5_Pseudo_Text,1115,b,s7_stimuli_t5.jpg,166,1201088.15,1201192.277,108.13199999998324,983.605,196.0,983.605,173.16500000000002,0.2128415968622081,0.2661867059491933,line_001-part_011,line_001
23,T5_Pseudo_Text,1115,b,s7_stimuli_t5.jpg,166,1201248.346,1201864.419,620.0720000001602,1026.605,196.0,1026.605,169.70499999999998,0.9377154150365998,0.614142303857474,line_001-part_012,line_001
24,T5_Pseudo_Text,1115,b,s7_stimuli_t5.jpg,166,1201896.406,1204464.147,2571.7399999999907,1082.205,196.0,1082.205,162.51999999999998,0.8205178268909558,1.105968044454895,line_001-part_013,line_001
25,T5_Pseudo_Text,1115,b,s7_stimuli_t5.jpg,166,1204488.136,1205064.132,579.9960000000428,1114.4699999999998,196.0,1114.4699999999998,168.135,0.9540153094798516,0.6876938936592251,line_001-part_013,line_001
26,T5_Pseudo_Text,1115,b,s7_stimuli_t5.jpg,166,1205100.129,1205843.959,747.8290000001434,1199.62,196.0,1199.62,148.57999999999998,0.8664538930491961,0.7689239461325874,line_001-part_014,line_001
27,T5_Pseudo_Text,1115,b,s7_stimuli_t5.jpg,166,1205879.961,1206703.966,828.0030000000261,1272.745,196.0,1272.745,153.025,0.6366388523865841,0.765960328961088,line_001-part_015,line_001
