time,gaze_x_left,gaze_y_left,gaze_x_right,gaze_y_right,pupil_left,pupil_right,stimfile,subject_id
11194955841,149.95,150.08,176.49,199.94,3.65,3.44,s7_stimuli_t4.jpg,1318
11194959836,144.85,150.34,176.81,199.31,3.65,3.44,s7_stimuli_t4.jpg,1318
11194963831,145.43,148.74,177.39,198.13,3.65,3.45,s7_stimuli_t4.jpg,1318
11194967826,140.66,147.67,173.45,197.37,3.64,3.44,s7_stimuli_t4.jpg,1318
11194971821,142.49,147.73,172.99,197.08,3.65,3.44,s7_stimuli_t4.jpg,1318
11194975815,138.95,146.6,171.23,195.87,3.65,3.44,s7_stimuli_t4.jpg,1318
11194979810,138.39,145.01,171.13,195.24,3.66,3.43,s7_stimuli_t4.jpg,1318
11194983805,142.19,142.54,171.32,194.02,3.66,3.43,s7_stimuli_t4.jpg,1318
11194987804,145.07,141.18,169.4,192.49,3.65,3.43,s7_stimuli_t4.jpg,1318
11194991803,143.69,142.35,167.39,190.91,3.65,3.43,s7_stimuli_t4.jpg,1318
11194995801,141.31,143.31,167.49,189.95,3.64,3.43,s7_stimuli_t4.jpg,1318
11194999800,138.56,145.51,166.62,188.82,3.63,3.43,s7_stimuli_t4.jpg,1318
11195003799,139.56,147.34,162.7,187.92,3.63,3.44,s7_stimuli_t4.jpg,1318
11195007798,135.79,146.8,163.29,187.63,3.63,3.44,s7_stimuli_t4.jpg,1318
11195011796,134.07,146.09,163.33,188.8,3.63,3.43,s7_stimuli_t4.jpg,1318
11195015795,136.21,145.29,164.49,187.17,3.64,3.43,s7_stimuli_t4.jpg,1318
11195019794,140.49,142.45,164.68,186.24,3.64,3.43,s7_stimuli_t4.jpg,1318
11195023793,142.79,144.57,164.89,187.04,3.64,3.42,s7_stimuli_t4.jpg,1318
11195027791,144.82,147.9,164.31,186.65,3.64,3.42,s7_stimuli_t4.jpg,1318
11195031790,141.48,147.49,163.32,188.33,3.64,3.42,s7_stimuli_t4.jpg,1318
11195035789,140.65,150.36,162.26,188.37,3.64,3.42,s7_stimuli_t4.jpg,1318
11195039788,139.35,150.46,161.27,188.75,3.64,3.42,s7_stimuli_t4.jpg,1318
11195043792,135.74,150.54,161.31,189.49,3.64,3.42,s7_stimuli_t4.jpg,1318
11195047795,135.09,146.04,162.37,189.31,3.65,3.42,s7_stimuli_t4.jpg,1318
11195051799,136.01,145.56,161.92,189.42,3.65,3.41,s7_stimuli_t4.jpg,1318
11195055803,138.91,145.04,162.54,188.66,3.65,3.41,s7_stimuli_t4.jpg,1318
11195059807,141.2,146.25,162.74,189.03,3.65,3.41,s7_stimuli_t4.jpg,1318
11195063811,141.74,150.14,163.57,190.01,3.65,3.41,s7_stimuli_t4.jpg,1318
11195067815,139.64,152.04,163.17,189.92,3.65,3.4,s7_stimuli_t4.jpg,1318
11195071819,139.39,153.37,162.71,191.3,3.65,3.4,s7_stimuli_t4.jpg,1318
11195075823,139.52,152.83,161.48,191.61,3.65,3.41,s7_stimuli_t4.jpg,1318
11195079827,137.5,150.77,162.78,192.1,3.66,3.41,s7_stimuli_t4.jpg,1318
11195083831,135.98,149.27,162.96,192.84,3.66,3.4,s7_stimuli_t4.jpg,1318
11195087835,139.09,148.58,163.98,193.01,3.66,3.4,s7_stimuli_t4.jpg,1318
11195091839,141.29,151.08,164.47,193.33,3.67,3.4,s7_stimuli_t4.jpg,1318
11195095843,143.72,151.58,163.47,193.66,3.67,3.39,s7_stimuli_t4.jpg,1318
11195099846,143.12,154.01,164.61,194.91,3.66,3.39,s7_stimuli_t4.jpg,1318
11195103850,143.71,156.16,164.6,194.87,3.66,3.39,s7_stimuli_t4.jpg,1318
11195107854,143.52,158.54,163.24,195.23,3.65,3.39,s7_stimuli_t4.jpg,1318
11195111858,142.99,154.92,162.24,196.48,3.66,3.39,s7_stimuli_t4.jpg,1318
11195115862,142.08,152.99,162.27,195.96,3.67,3.39,s7_stimuli_t4.jpg,1318
