sid,stimfile,eye_used,trialid,n_fix_trial,sum_fix_dur_trial,dwell_time_trial,mean_fix_dur_trial,n_sacc_trial,sum_sacc_dur_trial,mean_sacc_dur_trial,mean_sacc_ampl_trial,ratio_progress_regress_trial,n_between_line_regress_trial,n_within_line_regress_trial,n_regress_trial,n_progress_trial,n_transit_trial,aoi,aoi_kind,content,dwell_time_aoi,n_fix_aoi,sum_fix_dur_aoi,mean_fix_dur_aoi,skipped_aoi,n_fix_first_visit_aoi,first_fix_dur_aoi,first_fix_land_pos_aoi,dwell_time_first_visit_aoi,sum_fix_dur_first_visit_aoi,sum_fix_dur_after_first_visit_aoi,dwell_time_rereading_aoi,n_revisits_aoi,task
1019,s7_stimuli_t1.jpg,b,12,158,54347.35799999768,60130.72200000007,343.9706202531499,157,6415.297000000253,40.8617643312118,137.94765228949012,5.764705882352941,0,17,17,98,115,line_001,line,,3995.7849999996834,12,7319.640000000596,609.9700000000497,0,12,439.969000000041,0.06177595628415304,3995.7849999996834,3659.820000000298,0.0,0.0,0,T1_Syllables
1019,s7_stimuli_t1.jpg,b,12,158,54347.35799999768,60130.72200000007,343.9706202531499,157,6415.297000000253,40.8617643312118,137.94765228949012,5.764705882352941,0,17,17,98,115,line_001-part_001,subline,ma,435.96999999973923,1,879.938000000082,879.938000000082,0,1,439.969000000041,0.7707954545454551,435.96999999973923,439.969000000041,0.0,0.0,0,T1_Syllables
1019,s7_stimuli_t1.jpg,b,12,158,54347.35799999768,60130.72200000007,343.9706202531499,157,6415.297000000253,40.8617643312118,137.94765228949012,5.764705882352941,0,17,17,98,115,line_001-part_002,subline,si,268.02399999974295,1,544.0499999998137,544.0499999998137,0,1,272.02499999990687,0.7346306818181823,268.02399999974295,272.02499999990687,0.0,0.0,0,T1_Syllables
1019,s7_stimuli_t1.jpg,b,12,158,54347.35799999768,60130.72200000007,343.9706202531499,157,6415.297000000253,40.8617643312118,137.94765228949012,5.764705882352941,0,17,17,98,115,line_001-part_003,subline,mu,431.9560000002384,1,871.9120000004768,871.9120000004768,0,1,435.9560000002384,0.5665340909090911,431.9560000002384,435.9560000002384,0.0,0.0,0,T1_Syllables
1019,s7_stimuli_t1.jpg,b,12,158,54347.35799999768,60130.72200000007,343.9706202531499,157,6415.297000000253,40.8617643312118,137.94765228949012,5.764705882352941,0,17,17,98,115,line_001-part_004,subline,zu,491.6880000005476,2,999.3820000002161,499.69100000010803,0,1,279.71400000015274,0.4317329545454553,275.7100000004284,279.71400000015274,219.9769999999553,215.9780000001192,1,T1_Syllables
1019,s7_stimuli_t1.jpg,b,12,158,54347.35799999768,60130.72200000007,343.9706202531499,157,6415.297000000253,40.8617643312118,137.94765228949012,5.764705882352941,0,17,17,98,115,line_001-part_005,subline,da,604.1630000001751,2,1224.3339999997988,612.1669999998994,0,1,280.18800000008196,0.36005681818181884,276.1850000000559,280.18800000008196,331.97899999981746,327.9780000001192,1,T1_Syllables
1019,s7_stimuli_t1.jpg,b,12,158,54347.35799999768,60130.72200000007,343.9706202531499,157,6415.297000000253,40.8617643312118,137.94765228949012,5.764705882352941,0,17,17,98,115,line_001-part_006,subline,jo,196.0329999998212,1,400.06000000052154,400.06000000052154,0,1,200.03000000026077,0.4404545454545454,196.0329999998212,200.03000000026077,0.0,0.0,0,T1_Syllables
1019,s7_stimuli_t1.jpg,b,12,158,54347.35799999768,60130.72200000007,343.9706202531499,157,6415.297000000253,40.8617643312118,137.94765228949012,5.764705882352941,0,17,17,98,115,line_001-part_007,subline,ke,615.9769999999553,1,1239.9560000002384,1239.9560000002384,0,1,619.9780000001192,0.5040909090909106,615.9769999999553,619.9780000001192,0.0,0.0,0,T1_Syllables
1019,s7_stimuli_t1.jpg,b,12,158,54347.35799999768,60130.72200000007,343.9706202531499,157,6415.297000000253,40.8617643312118,137.94765228949012,5.764705882352941,0,17,17,98,115,line_001-part_008,subline,py,395.9890000000596,2,759.9859999995679,379.99299999978393,0,2,200.01399999996647,0.06428977272727045,395.9890000000596,379.99299999978393,0.0,0.0,0,T1_Syllables
1019,s7_stimuli_t1.jpg,b,12,158,54347.35799999768,60130.72200000007,343.9706202531499,157,6415.297000000253,40.8617643312118,137.94765228949012,5.764705882352941,0,17,17,98,115,line_001-part_009,subline,za,196.0109999999404,1,400.0219999998808,400.0219999998808,0,1,200.0109999999404,0.5342045454545453,196.0109999999404,200.0109999999404,0.0,0.0,0,T1_Syllables
