time,gaze_x_left,gaze_y_left,gaze_x_right,gaze_y_right,pupil_left,pupil_right,stimfile,subject_id
964775098,127.96,55.66,133.73,175.14,3.78,4.02,s7_stimuli_t5.jpg,1186
964779096,130.39,56.34,134.49,175.36,3.77,4.03,s7_stimuli_t5.jpg,1186
964783094,132.32,60.38,132.9,176.12,3.77,4.03,s7_stimuli_t5.jpg,1186
964787093,131.81,61.64,132.67,176.4,3.76,4.03,s7_stimuli_t5.jpg,1186
964791091,133.28,63.73,132.28,176.98,3.76,4.03,s7_stimuli_t5.jpg,1186
964795089,135.61,64.44,133.71,177.77,3.76,4.03,s7_stimuli_t5.jpg,1186
964799087,134.53,64.52,133.2,176.54,3.76,4.03,s7_stimuli_t5.jpg,1186
964803085,134.7,63.58,132.25,175.15,3.76,4.03,s7_stimuli_t5.jpg,1186
964807083,135.92,62.66,132.7,173.38,3.77,4.04,s7_stimuli_t5.jpg,1186
964811081,133.98,60.96,133.83,169.59,3.77,4.04,s7_stimuli_t5.jpg,1186
964815079,132.92,52.61,133.64,166.91,3.78,4.05,s7_stimuli_t5.jpg,1186
964819077,131.1,46.47,134.76,162.02,3.78,4.05,s7_stimuli_t5.jpg,1186
964823075,128.91,47.21,134.71,160.58,3.78,4.05,s7_stimuli_t5.jpg,1186
964827074,127.28,45.91,135.1,157.95,3.78,4.06,s7_stimuli_t5.jpg,1186
964831076,127.24,44.51,135.26,155.85,3.78,4.06,s7_stimuli_t5.jpg,1186
964835078,126.16,45.18,135.13,154.06,3.78,4.06,s7_stimuli_t5.jpg,1186
964839080,123.85,40.37,134.18,152.84,3.78,4.06,s7_stimuli_t5.jpg,1186
964843082,122.66,40.3,134.49,151.34,3.79,4.06,s7_stimuli_t5.jpg,1186
964847084,121.62,41.95,133.78,151.56,3.78,4.06,s7_stimuli_t5.jpg,1186
964851086,121.06,41.3,133.17,151.77,3.78,4.07,s7_stimuli_t5.jpg,1186
964855088,121.38,44.83,132.2,152.7,3.79,4.07,s7_stimuli_t5.jpg,1186
964859090,120.74,46.47,131.73,153.56,3.79,4.06,s7_stimuli_t5.jpg,1186
964863092,121.7,47.05,131.03,155.17,3.79,4.06,s7_stimuli_t5.jpg,1186
964867094,122.93,50.67,131.31,156.34,3.78,4.06,s7_stimuli_t5.jpg,1186
964871096,124.28,54.57,130.27,156.71,3.78,4.06,s7_stimuli_t5.jpg,1186
964875098,125.2,55.99,130.33,158.76,3.78,4.06,s7_stimuli_t5.jpg,1186
964879100,127.16,58.86,131.89,160.36,3.78,4.05,s7_stimuli_t5.jpg,1186
964883102,129.0,63.9,134.55,162.4,3.77,4.05,s7_stimuli_t5.jpg,1186
964887104,131.28,67.47,137.61,164.31,3.77,4.05,s7_stimuli_t5.jpg,1186
964891105,133.37,68.49,139.78,165.46,3.77,4.06,s7_stimuli_t5.jpg,1186
964895107,135.75,69.75,144.56,166.57,3.78,4.06,s7_stimuli_t5.jpg,1186
964899109,136.18,67.43,146.32,166.24,3.78,4.07,s7_stimuli_t5.jpg,1186
964903111,135.83,67.67,146.61,165.64,3.79,4.07,s7_stimuli_t5.jpg,1186
