sid,stimfile,eye_used,trialid,n_fix_trial,sum_fix_dur_trial,dwell_time_trial,mean_fix_dur_trial,n_sacc_trial,sum_sacc_dur_trial,mean_sacc_dur_trial,mean_sacc_ampl_trial,ratio_progress_regress_trial,n_between_line_regress_trial,n_within_line_regress_trial,n_regress_trial,n_progress_trial,n_transit_trial,aoi,aoi_kind,content,dwell_time_aoi,n_fix_aoi,sum_fix_dur_aoi,mean_fix_dur_aoi,skipped_aoi,n_fix_first_visit_aoi,first_fix_dur_aoi,first_fix_land_pos_aoi,dwell_time_first_visit_aoi,sum_fix_dur_first_visit_aoi,sum_fix_dur_after_first_visit_aoi,dwell_time_rereading_aoi,n_revisits_aoi,task
1349,s7_stimuli_t1.jpg,b,12,174,80461.22600000002,88804.18100000004,462.4208390804599,173,9038.889999999781,52.247919075143244,118.73112941198212,6.466666666666667,0,15,15,97,112,line_001,line,,6263.50900000002,12,11727.265999999945,977.2721666666621,0,12,192.06400000001304,0.1602459016393443,6263.50900000002,5863.6329999999725,0.0,0.0,0,T1_Syllables
1349,s7_stimuli_t1.jpg,b,12,174,80461.22600000002,88804.18100000004,462.4208390804599,173,9038.889999999781,52.247919075143244,118.73112941198212,6.466666666666667,0,15,15,97,112,line_001-part_001,subline,ma,396.00400000001537,1,800.0080000000307,800.0080000000307,0,1,400.00400000001537,0.48619318181818144,396.00400000001537,400.00400000001537,0.0,0.0,0,T1_Syllables
1349,s7_stimuli_t1.jpg,b,12,174,80461.22600000002,88804.18100000004,462.4208390804599,173,9038.889999999781,52.247919075143244,118.73112941198212,6.466666666666667,0,15,15,97,112,line_001-part_002,subline,si,524.00900000002,2,1064.014000000083,532.0070000000414,0,1,192.06400000001304,0.5335227272727278,188.06400000001304,192.06400000001304,339.9430000000284,335.945000000007,1,T1_Syllables
1349,s7_stimuli_t1.jpg,b,12,174,80461.22600000002,88804.18100000004,462.4208390804599,173,9038.889999999781,52.247919075143244,118.73112941198212,6.466666666666667,0,15,15,97,112,line_001-part_003,subline,mu,691.9559999999474,1,1391.9119999998948,1391.9119999998948,0,1,695.9559999999474,0.47821022727272705,691.9559999999474,695.9559999999474,0.0,0.0,0,T1_Syllables
1349,s7_stimuli_t1.jpg,b,12,174,80461.22600000002,88804.18100000004,462.4208390804599,173,9038.889999999781,52.247919075143244,118.73112941198212,6.466666666666667,0,15,15,97,112,line_001-part_004,subline,zu,1307.9530000000377,2,2631.902000000002,1315.951000000001,0,1,559.9280000000144,0.3258238636363638,555.9290000000037,559.9280000000144,756.0229999999865,752.024000000034,1,T1_Syllables
1349,s7_stimuli_t1.jpg,b,12,174,80461.22600000002,88804.18100000004,462.4208390804599,173,9038.889999999781,52.247919075143244,118.73112941198212,6.466666666666667,0,15,15,97,112,line_001-part_005,subline,da,1155.7299999999814,2,2327.457999999984,1163.728999999992,0,1,663.9020000000019,0.47247159090909074,659.9020000000019,663.9020000000019,499.8269999999902,495.8279999999795,1,T1_Syllables
1349,s7_stimuli_t1.jpg,b,12,174,80461.22600000002,88804.18100000004,462.4208390804599,173,9038.889999999781,52.247919075143244,118.73112941198212,6.466666666666667,0,15,15,97,112,line_001-part_006,subline,jo,376.12799999996787,1,760.2539999999572,760.2539999999572,0,1,380.1269999999786,0.328125,376.12799999996787,380.1269999999786,0.0,0.0,0,T1_Syllables
1349,s7_stimuli_t1.jpg,b,12,174,80461.22600000002,88804.18100000004,462.4208390804599,173,9038.889999999781,52.247919075143244,118.73112941198212,6.466666666666667,0,15,15,97,112,line_001-part_007,subline,ke,467.9679999999935,1,943.9300000000512,943.9300000000512,0,1,471.9650000000256,0.23696022727272686,467.9679999999935,471.9650000000256,0.0,0.0,0,T1_Syllables
1349,s7_stimuli_t1.jpg,b,12,174,80461.22600000002,88804.18100000004,462.4208390804599,173,9038.889999999781,52.247919075143244,118.73112941198212,6.466666666666667,0,15,15,97,112,line_001-part_008,subline,py,535.9330000000191,1,1079.8699999999953,1079.8699999999953,0,1,539.9349999999977,0.4627840909090899,535.9330000000191,539.9349999999977,0.0,0.0,0,T1_Syllables
1349,s7_stimuli_t1.jpg,b,12,174,80461.22600000002,88804.18100000004,462.4208390804599,173,9038.889999999781,52.247919075143244,118.73112941198212,6.466666666666667,0,15,15,97,112,line_001-part_009,subline,za,359.96100000001024,1,727.9179999999469,727.9179999999469,0,1,363.95899999997346,0.35664772727272975,359.96100000001024,363.95899999997346,0.0,0.0,0,T1_Syllables
