time,gaze_x_left,gaze_y_left,gaze_x_right,gaze_y_right,pupil_left,pupil_right,stimfile,subject_id
890900220,169.79,188.79,147.82,156.7,3.23,3.37,s7_stimuli_t5.jpg,1189
890904220,170.96,188.65,147.8,158.95,3.23,3.37,s7_stimuli_t5.jpg,1189
890908220,170.73,187.99,149.93,158.48,3.23,3.36,s7_stimuli_t5.jpg,1189
890912220,171.97,188.37,148.17,162.15,3.23,3.36,s7_stimuli_t5.jpg,1189
890916220,171.87,189.91,148.23,163.21,3.24,3.35,s7_stimuli_t5.jpg,1189
890920220,171.53,188.59,150.74,162.83,3.24,3.35,s7_stimuli_t5.jpg,1189
890924220,173.65,188.81,148.93,161.72,3.24,3.35,s7_stimuli_t5.jpg,1189
890928220,177.42,188.18,150.26,160.71,3.23,3.35,s7_stimuli_t5.jpg,1189
890932220,178.18,188.53,151.09,161.3,3.23,3.35,s7_stimuli_t5.jpg,1189
890936220,178.96,189.69,151.71,163.76,3.22,3.36,s7_stimuli_t5.jpg,1189
890940220,180.9,189.32,153.54,165.94,3.22,3.35,s7_stimuli_t5.jpg,1189
890944220,180.95,191.78,152.94,168.44,3.22,3.35,s7_stimuli_t5.jpg,1189
890948220,182.08,194.72,151.42,168.97,3.22,3.35,s7_stimuli_t5.jpg,1189
890952220,183.42,195.27,152.0,168.96,3.21,3.35,s7_stimuli_t5.jpg,1189
890956220,186.22,194.38,152.22,166.72,3.21,3.35,s7_stimuli_t5.jpg,1189
890960220,189.14,194.46,151.62,164.72,3.2,3.35,s7_stimuli_t5.jpg,1189
890964220,190.35,196.94,153.09,160.98,3.2,3.35,s7_stimuli_t5.jpg,1189
890968220,191.02,198.79,152.3,159.14,3.2,3.35,s7_stimuli_t5.jpg,1189
890972220,191.85,199.57,153.42,163.03,3.19,3.35,s7_stimuli_t5.jpg,1189
890976220,192.78,200.36,157.48,162.44,3.18,3.35,s7_stimuli_t5.jpg,1189
890980220,191.71,201.53,155.85,164.01,3.18,3.36,s7_stimuli_t5.jpg,1189
890984220,190.89,202.08,156.31,164.59,3.17,3.35,s7_stimuli_t5.jpg,1189
890988221,191.65,201.91,157.62,163.51,3.18,3.35,s7_stimuli_t5.jpg,1189
890992222,192.81,202.0,160.55,164.97,3.19,3.34,s7_stimuli_t5.jpg,1189
890996222,194.86,204.28,160.59,166.2,3.19,3.34,s7_stimuli_t5.jpg,1189
891000223,192.85,205.52,160.2,165.95,3.19,3.33,s7_stimuli_t5.jpg,1189
891004223,191.18,206.68,160.61,169.44,3.18,3.33,s7_stimuli_t5.jpg,1189
891008224,189.02,206.45,160.53,172.13,3.19,3.32,s7_stimuli_t5.jpg,1189
891012224,186.36,204.54,161.2,173.29,3.19,3.33,s7_stimuli_t5.jpg,1189
891016225,182.05,202.72,160.43,173.86,3.19,3.33,s7_stimuli_t5.jpg,1189
891020225,180.18,202.72,158.85,173.77,3.2,3.33,s7_stimuli_t5.jpg,1189
891024226,177.86,203.32,156.38,174.18,3.2,3.33,s7_stimuli_t5.jpg,1189
891028226,176.73,204.42,155.62,175.39,3.2,3.32,s7_stimuli_t5.jpg,1189
891032227,173.75,199.73,153.85,176.35,3.2,3.33,s7_stimuli_t5.jpg,1189
891036228,177.3,198.39,152.71,176.97,3.21,3.33,s7_stimuli_t5.jpg,1189
891040228,181.74,196.8,157.81,178.34,3.21,3.33,s7_stimuli_t5.jpg,1189
891044229,235.37,196.35,203.39,181.08,3.21,3.33,s7_stimuli_t5.jpg,1189
891048229,295.05,209.31,284.62,186.34,3.21,3.33,s7_stimuli_t5.jpg,1189
891052230,330.62,219.43,342.35,196.36,3.21,3.33,s7_stimuli_t5.jpg,1189
891056230,376.27,247.33,375.2,217.98,3.22,3.33,s7_stimuli_t5.jpg,1189
891060231,401.32,290.07,403.2,251.48,3.23,3.33,s7_stimuli_t5.jpg,1189
891064231,409.3,291.61,415.71,259.34,3.23,3.33,s7_stimuli_t5.jpg,1189
891068232,423.92,301.13,422.16,265.27,3.23,3.32,s7_stimuli_t5.jpg,1189
891072233,426.09,285.98,430.15,263.36,3.24,3.31,s7_stimuli_t5.jpg,1189
891076233,420.41,284.45,426.84,245.31,3.25,3.3,s7_stimuli_t5.jpg,1189
891080234,420.22,281.04,432.59,251.13,3.25,3.3,s7_stimuli_t5.jpg,1189
891084234,426.65,280.99,435.39,258.74,3.26,3.3,s7_stimuli_t5.jpg,1189
