sid,stimfile,eye_used,trialid,n_fix_trial,sum_fix_dur_trial,dwell_time_trial,mean_fix_dur_trial,n_sacc_trial,sum_sacc_dur_trial,mean_sacc_dur_trial,mean_sacc_ampl_trial,ratio_progress_regress_trial,n_between_line_regress_trial,n_within_line_regress_trial,n_regress_trial,n_progress_trial,n_transit_trial,aoi,aoi_kind,content,dwell_time_aoi,n_fix_aoi,sum_fix_dur_aoi,mean_fix_dur_aoi,skipped_aoi,n_fix_first_visit_aoi,first_fix_dur_aoi,first_fix_land_pos_aoi,dwell_time_first_visit_aoi,sum_fix_dur_first_visit_aoi,sum_fix_dur_after_first_visit_aoi,dwell_time_rereading_aoi,n_revisits_aoi,task
1019,s7_stimuli_t5.jpg,b,166,275,133244.33899999596,143599.39000000013,484.5248690908944,274,11454.966000000015,41.80644525547451,84.86789075717078,3.9393939393939394,0,33,33,130,163,line_001,line,,20254.21900000004,38,37996.525999998674,999.9085789473335,0,38,160.0189999998547,0.09883624272651702,20254.21900000004,18998.262999999337,0.0,0.0,0,T5_Pseudo_Text
1019,s7_stimuli_t5.jpg,b,166,275,133244.33899999596,143599.39000000013,484.5248690908944,274,11454.966000000015,41.80644525547451,84.86789075717078,3.9393939393939394,0,33,33,130,163,line_001-part_001,subline,Vůmice,867.9860000000335,3,1607.9619999993593,535.9873333331198,0,3,160.0189999998547,0.8939849624060149,867.9860000000335,803.9809999996796,0.0,0.0,0,T5_Pseudo_Text
1019,s7_stimuli_t5.jpg,b,166,275,133244.33899999596,143599.39000000013,484.5248690908944,274,11454.966000000015,41.80644525547451,84.86789075717078,3.9393939393939394,0,33,33,130,163,line_001-part_002,subline,lobu,555.9559999997728,1,1119.9160000002012,1119.9160000002012,0,1,559.9580000001006,0.6439552238805968,555.9559999997728,559.9580000001006,0.0,0.0,0,T5_Pseudo_Text
1019,s7_stimuli_t5.jpg,b,166,275,133244.33899999596,143599.39000000013,484.5248690908944,274,11454.966000000015,41.80644525547451,84.86789075717078,3.9393939393939394,0,33,33,130,163,line_001-part_003,subline,saná,1083.852000000421,1,2175.7060000002384,2175.7060000002384,0,1,1087.8530000001192,0.5616666666666674,1083.852000000421,1087.8530000001192,0.0,0.0,0,T5_Pseudo_Text
1019,s7_stimuli_t5.jpg,b,166,275,133244.33899999596,143599.39000000013,484.5248690908944,274,11454.966000000015,41.80644525547451,84.86789075717078,3.9393939393939394,0,33,33,130,163,line_001-part_004,subline,ladiv.,595.9790000002831,2,1135.9320000000298,567.9660000000149,0,2,431.9660000000149,0.38373456790123434,595.9790000002831,567.9660000000149,0.0,0.0,0,T5_Pseudo_Text
1019,s7_stimuli_t5.jpg,b,166,275,133244.33899999596,143599.39000000013,484.5248690908944,274,11454.966000000015,41.80644525547451,84.86789075717078,3.9393939393939394,0,33,33,130,163,line_001-part_005,subline,Šini,1059.8859999999404,3,2143.7620000001043,714.5873333333681,0,1,411.75400000019,0.9011885245901634,407.75900000007823,411.75400000019,660.1269999998622,652.1269999998622,2,T5_Pseudo_Text
1019,s7_stimuli_t5.jpg,b,166,275,133244.33899999596,143599.39000000013,484.5248690908944,274,11454.966000000015,41.80644525547451,84.86789075717078,3.9393939393939394,0,33,33,130,163,line_001-part_006,subline,se,1107.9299999987707,4,2247.8539999984205,561.9634999996051,0,1,144.08899999968708,0.7996527777777784,140.085999999661,144.08899999968708,979.8379999995232,967.8439999991097,3,T5_Pseudo_Text
1019,s7_stimuli_t5.jpg,b,166,275,133244.33899999596,143599.39000000013,484.5248690908944,274,11454.966000000015,41.80644525547451,84.86789075717078,3.9393939393939394,0,33,33,130,163,line_001-part_007,subline,zonaj,1888.0109999994747,5,3511.8600000003353,702.372000000067,0,2,419.94900000002235,0.2829012345679008,595.9979999996722,579.9870000001974,1175.9429999999702,1292.0129999998026,1,T5_Pseudo_Text
1019,s7_stimuli_t5.jpg,b,166,275,133244.33899999596,143599.39000000013,484.5248690908944,274,11454.966000000015,41.80644525547451,84.86789075717078,3.9393939393939394,0,33,33,130,163,line_001-part_008,subline,olítače,3683.3930000001565,4,7190.851999999955,1797.7129999999888,0,4,1255.6850000000559,0.385295698924731,3683.3930000001565,3595.4259999999776,0.0,0.0,0,T5_Pseudo_Text
1019,s7_stimuli_t5.jpg,b,166,275,133244.33899999596,143599.39000000013,484.5248690908944,274,11454.966000000015,41.80644525547451,84.86789075717078,3.9393939393939394,0,33,33,130,163,line_001-part_009,subline,a,1072.0450000003912,1,2152.0860000001267,2152.0860000001267,0,1,1076.0430000000633,0.42454545454545084,1072.0450000003912,1076.0430000000633,0.0,0.0,0,T5_Pseudo_Text
1019,s7_stimuli_t5.jpg,b,166,275,133244.33899999596,143599.39000000013,484.5248690908944,274,11454.966000000015,41.80644525547451,84.86789075717078,3.9393939393939394,0,33,33,130,163,line_001-part_010,subline,jipřá,1195.8310000002384,1,2399.662000000477,2399.662000000477,0,1,1199.8310000002384,0.44732638888888865,1195.8310000002384,1199.8310000002384,0.0,0.0,0,T5_Pseudo_Text
1019,s7_stimuli_t5.jpg,b,166,275,133244.33899999596,143599.39000000013,484.5248690908944,274,11454.966000000015,41.80644525547451,84.86789075717078,3.9393939393939394,0,33,33,130,163,line_001-part_011,subline,tibý,576.0270000002347,1,1160.0540000004694,1160.0540000004694,0,1,580.0270000002347,0.19942622950819613,576.0270000002347,580.0270000002347,0.0,0.0,0,T5_Pseudo_Text
1019,s7_stimuli_t5.jpg,b,166,275,133244.33899999596,143599.39000000013,484.5248690908944,274,11454.966000000015,41.80644525547451,84.86789075717078,3.9393939393939394,0,33,33,130,163,line_001-part_012,subline,sa,603.9010000000708,1,1215.7999999998137,1215.7999999998137,0,1,607.8999999999069,0.26851351351351205,603.9010000000708,607.8999999999069,0.0,0.0,0,T5_Pseudo_Text
1019,s7_stimuli_t5.jpg,b,166,275,133244.33899999596,143599.39000000013,484.5248690908944,274,11454.966000000015,41.80644525547451,84.86789075717078,3.9393939393939394,0,33,33,130,163,line_001-part_013,subline,takode,2319.722000000067,4,4383.659999999218,1095.9149999998044,0,4,1447.9509999998845,0.2650531914893613,2319.722000000067,2191.829999999609,0.0,0.0,0,T5_Pseudo_Text
1019,s7_stimuli_t5.jpg,b,166,275,133244.33899999596,143599.39000000013,484.5248690908944,274,11454.966000000015,41.80644525547451,84.86789075717078,3.9393939393939394,0,33,33,130,163,line_001-part_014,subline,koumi,783.9860000000335,2,1567.9740000003949,783.9870000001974,0,2,527.9700000002049,0.2946111111111122,783.9860000000335,783.9870000001974,0.0,0.0,0,T5_Pseudo_Text
1019,s7_stimuli_t5.jpg,b,166,275,133244.33899999596,143599.39000000013,484.5248690908944,274,11454.966000000015,41.80644525547451,84.86789075717078,3.9393939393939394,0,33,33,130,163,line_001-part_015,subline,toudíc.,855.7989999996498,2,1615.5679999999702,807.7839999999851,0,2,519.8899999996647,0.1961597938144345,855.7989999996498,807.7839999999851,0.0,0.0,0,T5_Pseudo_Text
1019,s7_stimuli_t5.jpg,b,166,275,133244.33899999596,143599.39000000013,484.5248690908944,274,11454.966000000015,41.80644525547451,84.86789075717078,3.9393939393939394,0,33,33,130,163,line_001-part_016,subline,Vazpíla,1219.941000000108,3,2367.8779999995604,789.2926666665202,0,3,264.07400000002235,0.08651785714285763,1219.941000000108,1183.9389999997802,0.0,0.0,0,T5_Pseudo_Text
1019,s7_stimuli_t5.jpg,b,166,275,133244.33899999596,143599.39000000013,484.5248690908944,274,11454.966000000015,41.80644525547451,84.86789075717078,3.9393939393939394,0,33,33,130,163,line_002,line,,32649.11400000006,57,61394.38400000241,1077.094456140393,0,57,156.00799999991432,0.10118869492934332,32649.11400000006,30697.192000001203,0.0,0.0,0,T5_Pseudo_Text
1019,s7_stimuli_t5.jpg,b,166,275,133244.33899999596,143599.39000000013,484.5248690908944,274,11454.966000000015,41.80644525547451,84.86789075717078,3.9393939393939394,0,33,33,130,163,line_002-part_001,subline,"mupotá,",3531.7099999999627,4,6943.371999999508,1735.842999999877,0,4,156.00799999991432,0.9084328358208956,3531.7099999999627,3471.685999999754,0.0,0.0,0,T5_Pseudo_Text
1019,s7_stimuli_t5.jpg,b,166,275,133244.33899999596,143599.39000000013,484.5248690908944,274,11454.966000000015,41.80644525547451,84.86789075717078,3.9393939393939394,0,33,33,130,163,line_002-part_002,subline,sidóla,3595.2080000001006,6,7166.496000001207,1194.4160000002012,0,1,1315.8459999999031,0.4263953488372088,1311.8489999999292,1315.8459999999031,2267.4020000007004,2283.3590000001714,3,T5_Pseudo_Text
