id,task,sid,eye,stimfile,trialid,start_ms,end_ms,duration_ms,fix_x,fix_y,orig_fix_x,orig_fix_y,disp_x,disp_y,aoi_subline,aoi_line
0,T5_Pseudo_Text,1869,b,s7_stimuli_t5.jpg,166,1292385.379,1292537.387,156.00900000007823,156.445,196.0,156.445,149.39,0.550289824798812,0.5198453938552297,,
1,T5_Pseudo_Text,1869,b,s7_stimuli_t5.jpg,166,1292589.395,1292697.396,112.0,603.0150000000001,196.0,603.0150000000001,258.1775,0.6072721004144527,0.6020184154286151,line_001-part_005,line_001
2,T5_Pseudo_Text,1869,b,s7_stimuli_t5.jpg,166,1292745.39,1292825.384,83.99400000018068,353.05,196.0,353.05,231.77499999999998,0.1161199091741924,0.35064979533691687,line_001-part_001,line_001
3,T5_Pseudo_Text,1869,b,s7_stimuli_t5.jpg,166,1292857.385,1293445.383,592.0009999999311,318.2825,196.0,318.2825,195.82,0.9723358519945721,0.7518157924607511,line_001-part_001,line_001
4,T5_Pseudo_Text,1869,b,s7_stimuli_t5.jpg,166,1293469.397,1294293.265,827.8669999998529,308.365,196.0,308.365,198.925,0.8521746466774254,0.8663191831777621,line_001-part_001,line_001
5,T5_Pseudo_Text,1869,b,s7_stimuli_t5.jpg,166,1294329.258,1294857.223,531.9640000001527,350.14,196.0,350.14,210.255,0.831833456091227,0.5987853785142515,line_001-part_001,line_001
6,T5_Pseudo_Text,1869,b,s7_stimuli_t5.jpg,166,1294897.22,1294977.222,84.002000000095,398.35,196.0,398.35,203.735,0.4031866451953114,0.3941610838093813,line_001-part_002,line_001
7,T5_Pseudo_Text,1869,b,s7_stimuli_t5.jpg,166,1295165.081,1295217.015,55.929000000003725,411.7025,196.0,411.7025,172.54250000000002,0.5062396968406194,0.7572041873180227,line_001-part_002,line_001
8,T5_Pseudo_Text,1869,b,s7_stimuli_t5.jpg,166,1295252.98,1295593.08,344.09799999999814,412.41,196.0,412.41,200.9325,0.799368377076169,0.46192014913956586,line_001-part_002,line_001
9,T5_Pseudo_Text,1869,b,s7_stimuli_t5.jpg,166,1295621.07,1295797.118,180.05000000004657,428.435,196.0,428.435,283.45,1.6188085249956716,1.5828409893233875,line_001-part_002,line_001
10,T5_Pseudo_Text,1869,b,s7_stimuli_t5.jpg,166,1295821.129,1295897.141,80.0109999999404,444.7175,196.0,444.7175,233.61,0.49519348738321456,0.7648826499896332,line_001-part_003,line_001
11,T5_Pseudo_Text,1869,b,s7_stimuli_t5.jpg,166,1295909.138,1296736.898,831.7639999999665,460.1075,196.0,460.1075,197.19,0.7272985958601678,0.7450802988891623,line_001-part_003,line_001
12,T5_Pseudo_Text,1869,b,s7_stimuli_t5.jpg,166,1296780.951,1297245.004,468.05200000014156,496.755,196.0,496.755,196.375,0.3203400742647669,0.3292309257792653,line_001-part_003,line_001
13,T5_Pseudo_Text,1869,b,s7_stimuli_t5.jpg,166,1297296.981,1297936.986,644.0010000001639,541.15,196.0,541.15,196.98000000000002,0.8426102458057686,0.46865564271115473,line_001-part_004,line_001
14,T5_Pseudo_Text,1869,b,s7_stimuli_t5.jpg,166,1297960.963,1298836.855,879.8919999999925,559.47,196.0,559.47,195.305,1.145842166398697,0.49869594404044065,line_001-part_004,line_001
15,T5_Pseudo_Text,1869,b,s7_stimuli_t5.jpg,166,1298860.854,1300224.756,1367.9020000000019,620.755,196.0,620.755,197.6225,1.2610191064728724,1.3865687066472883,line_001-part_005,line_001
16,T5_Pseudo_Text,1869,b,s7_stimuli_t5.jpg,166,1300248.761,1300516.739,271.9780000001192,668.99,196.0,668.99,196.2425,0.6059250017001331,0.2368199539770649,line_001-part_006,line_001
17,T5_Pseudo_Text,1869,b,s7_stimuli_t5.jpg,166,1300540.736,1301448.567,911.8319999999367,721.0975000000001,196.0,721.0975000000001,195.65,1.429137026019728,0.8434185050343593,line_001-part_007,line_001
