time,gaze_x_left,gaze_y_left,gaze_x_right,gaze_y_right,pupil_left,pupil_right,stimfile,subject_id
812459840,134.62,130.3,149.62,140.91,3.65,3.36,s7_stimuli_t4.jpg,1145
812463839,134.84,129.99,150.48,141.56,3.65,3.36,s7_stimuli_t4.jpg,1145
812467838,135.61,130.52,149.28,141.59,3.65,3.37,s7_stimuli_t4.jpg,1145
812471836,136.67,131.32,148.12,141.05,3.65,3.37,s7_stimuli_t4.jpg,1145
812475835,137.52,129.48,144.58,141.31,3.65,3.36,s7_stimuli_t4.jpg,1145
812479834,139.59,129.63,143.93,141.72,3.65,3.36,s7_stimuli_t4.jpg,1145
812483832,139.87,129.25,145.49,140.55,3.64,3.36,s7_stimuli_t4.jpg,1145
812487831,139.46,131.24,142.73,139.69,3.65,3.36,s7_stimuli_t4.jpg,1145
812491829,138.81,131.33,140.35,138.95,3.65,3.36,s7_stimuli_t4.jpg,1145
812495828,139.2,132.15,138.42,138.65,3.64,3.36,s7_stimuli_t4.jpg,1145
812499827,138.5,133.99,139.42,138.32,3.64,3.36,s7_stimuli_t4.jpg,1145
812503825,141.5,134.51,140.99,137.1,3.64,3.36,s7_stimuli_t4.jpg,1145
812507824,141.96,135.17,141.21,135.9,3.64,3.36,s7_stimuli_t4.jpg,1145
812511822,142.67,135.4,140.97,135.81,3.63,3.36,s7_stimuli_t4.jpg,1145
812515821,142.4,135.86,140.72,136.76,3.63,3.36,s7_stimuli_t4.jpg,1145
812519820,142.04,136.93,140.8,135.44,3.63,3.36,s7_stimuli_t4.jpg,1145
812523818,141.93,136.83,141.35,134.37,3.63,3.36,s7_stimuli_t4.jpg,1145
812527818,140.43,136.29,139.89,135.46,3.63,3.36,s7_stimuli_t4.jpg,1145
812531818,141.13,135.37,140.05,135.58,3.63,3.35,s7_stimuli_t4.jpg,1145
812535816,140.94,134.38,139.27,135.49,3.63,3.36,s7_stimuli_t4.jpg,1145
812539815,140.74,133.03,139.17,133.75,3.62,3.36,s7_stimuli_t4.jpg,1145
812543813,140.24,132.46,136.93,133.52,3.63,3.35,s7_stimuli_t4.jpg,1145
812547812,139.26,132.21,135.62,132.91,3.63,3.35,s7_stimuli_t4.jpg,1145
812551810,138.52,132.11,134.32,132.28,3.62,3.35,s7_stimuli_t4.jpg,1145
812555809,137.01,131.61,135.3,131.04,3.63,3.35,s7_stimuli_t4.jpg,1145
812559807,135.78,131.25,134.02,130.52,3.63,3.35,s7_stimuli_t4.jpg,1145
812563806,134.21,131.32,131.73,132.33,3.62,3.35,s7_stimuli_t4.jpg,1145
812567804,132.31,131.14,133.05,131.11,3.62,3.34,s7_stimuli_t4.jpg,1145
812571803,132.5,131.31,131.84,131.41,3.61,3.34,s7_stimuli_t4.jpg,1145
812575801,131.9,130.73,130.46,129.81,3.6,3.34,s7_stimuli_t4.jpg,1145
812579800,132.39,131.67,129.99,129.63,3.61,3.34,s7_stimuli_t4.jpg,1145
812583798,131.71,132.89,130.67,130.48,3.6,3.34,s7_stimuli_t4.jpg,1145
812587797,130.85,132.36,130.36,128.66,3.6,3.34,s7_stimuli_t4.jpg,1145
812591795,130.98,131.98,127.78,130.26,3.59,3.33,s7_stimuli_t4.jpg,1145
812595794,131.24,132.11,129.92,129.29,3.59,3.33,s7_stimuli_t4.jpg,1145
812599792,132.15,133.58,128.66,131.63,3.59,3.32,s7_stimuli_t4.jpg,1145
812603791,132.37,132.97,128.93,132.75,3.58,3.32,s7_stimuli_t4.jpg,1145
812607789,132.08,132.49,129.56,133.95,3.58,3.33,s7_stimuli_t4.jpg,1145
812611788,131.52,134.19,132.0,131.83,3.58,3.32,s7_stimuli_t4.jpg,1145
812615787,131.05,133.08,133.23,134.65,3.59,3.31,s7_stimuli_t4.jpg,1145
812619785,132.13,132.52,135.11,135.83,3.59,3.31,s7_stimuli_t4.jpg,1145
812623784,131.65,132.71,136.54,137.51,3.59,3.31,s7_stimuli_t4.jpg,1145
812627782,131.33,133.08,138.63,141.15,3.59,3.3,s7_stimuli_t4.jpg,1145
812631781,132.95,132.69,155.13,141.59,3.59,3.29,s7_stimuli_t4.jpg,1145
812635779,160.69,138.76,211.46,149.52,3.59,3.29,s7_stimuli_t4.jpg,1145
812639778,215.0,144.46,250.61,161.58,3.59,3.28,s7_stimuli_t4.jpg,1145
812643776,308.99,154.66,346.3,212.67,3.59,3.28,s7_stimuli_t4.jpg,1145
812647775,343.38,192.52,386.66,218.32,3.58,3.28,s7_stimuli_t4.jpg,1145
812651773,411.94,202.46,443.42,241.93,3.58,3.26,s7_stimuli_t4.jpg,1145
812655772,430.42,210.76,484.78,248.12,3.59,3.25,s7_stimuli_t4.jpg,1145
812659770,461.1,215.41,491.48,250.74,3.59,3.25,s7_stimuli_t4.jpg,1145
812663769,459.03,224.84,489.12,250.75,3.58,3.24,s7_stimuli_t4.jpg,1145
812667767,459.68,225.49,488.43,255.63,3.58,3.24,s7_stimuli_t4.jpg,1145
812671766,460.52,229.32,482.39,258.23,3.58,3.24,s7_stimuli_t4.jpg,1145
