time,gaze_x_left,gaze_y_left,gaze_x_right,gaze_y_right,pupil_left,pupil_right,stimfile,subject_id
231497929,178.23,160.64,165.88,164.77,3.56,3.64,s7_stimuli_t1.jpg,1075
231501928,178.05,160.80,165.29,164.83,3.55,3.63,s7_stimuli_t1.jpg,1075
231505927,177.38,161.31,165.65,165.58,3.55,3.63,s7_stimuli_t1.jpg,1075
231509926,177.20,162.13,166.15,166.03,3.55,3.63,s7_stimuli_t1.jpg,1075
231513924,176.76,162.55,167.44,166.10,3.54,3.63,s7_stimuli_t1.jpg,1075
231517923,176.67,163.42,168.49,166.42,3.54,3.63,s7_stimuli_t1.jpg,1075
231521922,177.10,164.13,168.18,166.46,3.54,3.63,s7_stimuli_t1.jpg,1075
231525921,177.21,165.03,168.25,167.45,3.54,3.63,s7_stimuli_t1.jpg,1075
231529919,177.08,165.95,167.46,167.00,3.55,3.63,s7_stimuli_t1.jpg,1075
231533918,177.14,166.06,166.74,167.12,3.55,3.63,s7_stimuli_t1.jpg,1075
231537917,176.55,165.36,165.67,166.81,3.55,3.63,s7_stimuli_t1.jpg,1075
231541916,176.02,164.61,164.39,166.99,3.55,3.63,s7_stimuli_t1.jpg,1075
231545915,175.21,165.14,162.30,166.89,3.55,3.63,s7_stimuli_t1.jpg,1075
231549914,173.67,163.99,161.41,167.27,3.55,3.63,s7_stimuli_t1.jpg,1075
231553913,173.70,163.85,158.96,167.63,3.55,3.63,s7_stimuli_t1.jpg,1075
231557913,172.60,163.97,157.93,167.93,3.55,3.63,s7_stimuli_t1.jpg,1075
231561912,171.25,163.34,156.26,168.31,3.55,3.63,s7_stimuli_t1.jpg,1075
231565911,170.28,162.19,155.45,168.77,3.55,3.63,s7_stimuli_t1.jpg,1075
231569911,167.68,160.96,154.99,168.25,3.55,3.63,s7_stimuli_t1.jpg,1075
231573910,166.33,159.92,154.44,168.47,3.55,3.63,s7_stimuli_t1.jpg,1075
231577909,164.79,158.93,154.05,168.55,3.55,3.63,s7_stimuli_t1.jpg,1075
231581908,163.69,159.40,154.96,168.97,3.55,3.63,s7_stimuli_t1.jpg,1075
231585908,163.01,159.37,154.56,169.39,3.55,3.63,s7_stimuli_t1.jpg,1075
231589907,162.73,157.91,156.33,169.53,3.55,3.63,s7_stimuli_t1.jpg,1075
231593906,163.63,156.82,156.94,170.10,3.55,3.62,s7_stimuli_t1.jpg,1075
231597905,162.64,157.02,157.83,169.69,3.55,3.61,s7_stimuli_t1.jpg,1075
231601905,162.94,155.65,157.12,169.75,3.55,3.61,s7_stimuli_t1.jpg,1075
231605904,163.97,154.41,158.18,170.06,3.54,3.61,s7_stimuli_t1.jpg,1075
231609903,165.08,154.19,162.56,169.80,3.54,3.60,s7_stimuli_t1.jpg,1075
231613902,172.88,155.90,227.80,171.26,3.54,3.60,s7_stimuli_t1.jpg,1075
231617902,265.44,158.24,268.22,180.14,3.54,3.60,s7_stimuli_t1.jpg,1075
231621901,320.37,182.25,361.81,191.88,3.54,3.60,s7_stimuli_t1.jpg,1075
231625900,405.13,215.56,438.71,210.07,3.54,3.60,s7_stimuli_t1.jpg,1075
231629899,457.96,243.81,460.71,231.53,3.54,3.60,s7_stimuli_t1.jpg,1075
231633899,527.66,271.52,562.28,267.08,3.54,3.59,s7_stimuli_t1.jpg,1075
231637898,568.19,316.60,582.78,321.40,3.55,3.58,s7_stimuli_t1.jpg,1075
