time,gaze_x_left,gaze_y_left,gaze_x_right,gaze_y_right,pupil_left,pupil_right,stimfile,subject_id
1231979564,319.41,152.17,319.97,150.52,4.02,3.86,s7_stimuli_t5.jpg,1591
1231983561,386.01,154.09,382.45,152.52,4.03,3.87,s7_stimuli_t5.jpg,1591
1231987558,410.48,153.71,418.91,161.69,4.03,3.87,s7_stimuli_t5.jpg,1591
1231991555,470.81,164.14,466.16,171.23,4.04,3.87,s7_stimuli_t5.jpg,1591
1231995551,515.45,169.28,506.99,177.37,4.04,3.87,s7_stimuli_t5.jpg,1591
1231999548,554.28,181.17,538.24,193.45,4.05,3.87,s7_stimuli_t5.jpg,1591
1232003545,565.28,187.31,561.42,194.54,4.05,3.86,s7_stimuli_t5.jpg,1591
1232007542,571.16,192.14,573.61,202.35,4.05,3.87,s7_stimuli_t5.jpg,1591
1232011536,570.69,196.9,565.1,203.88,4.05,3.86,s7_stimuli_t5.jpg,1591
1232015531,571.78,201.13,571.7,206.49,4.06,3.87,s7_stimuli_t5.jpg,1591
1232019526,576.07,202.02,571.24,208.86,4.05,3.87,s7_stimuli_t5.jpg,1591
1232023521,578.77,207.08,571.37,208.7,4.05,3.87,s7_stimuli_t5.jpg,1591
1232027516,577.95,208.94,575.22,212.55,4.04,3.88,s7_stimuli_t5.jpg,1591
1232031510,579.73,210.02,574.64,214.43,4.05,3.88,s7_stimuli_t5.jpg,1591
1232035505,580.03,212.63,575.05,215.97,4.05,3.88,s7_stimuli_t5.jpg,1591
1232039500,579.82,215.48,575.94,216.67,4.04,3.88,s7_stimuli_t5.jpg,1591
1232043495,580.75,217.2,578.64,217.0,4.05,3.88,s7_stimuli_t5.jpg,1591
1232047489,580.71,218.0,578.83,217.08,4.04,3.87,s7_stimuli_t5.jpg,1591
1232051484,582.36,219.86,579.12,217.25,4.04,3.87,s7_stimuli_t5.jpg,1591
1232055479,580.94,220.71,579.3,220.01,4.04,3.87,s7_stimuli_t5.jpg,1591
1232059474,581.91,221.4,578.92,222.2,4.04,3.87,s7_stimuli_t5.jpg,1591
1232063469,579.19,222.37,578.81,225.33,4.04,3.87,s7_stimuli_t5.jpg,1591
1232067463,578.9,221.26,577.63,226.06,4.05,3.86,s7_stimuli_t5.jpg,1591
1232071458,578.07,220.75,575.67,229.62,4.05,3.86,s7_stimuli_t5.jpg,1591
1232075453,577.44,220.35,575.03,227.38,4.06,3.86,s7_stimuli_t5.jpg,1591
1232079448,576.26,220.48,574.5,229.29,4.06,3.86,s7_stimuli_t5.jpg,1591
1232083442,578.07,219.99,572.71,229.56,4.07,3.86,s7_stimuli_t5.jpg,1591
1232087437,578.01,218.72,571.51,230.57,4.07,3.86,s7_stimuli_t5.jpg,1591
1232091432,578.09,219.42,568.27,230.39,4.07,3.86,s7_stimuli_t5.jpg,1591
1232095427,578.84,218.32,566.08,228.82,4.07,3.86,s7_stimuli_t5.jpg,1591
1232099422,578.69,218.19,564.86,223.38,4.07,3.86,s7_stimuli_t5.jpg,1591
1232103421,578.65,219.34,563.82,220.89,4.07,3.87,s7_stimuli_t5.jpg,1591
1232107420,580.33,220.21,563.88,215.59,4.07,3.88,s7_stimuli_t5.jpg,1591
1232111419,581.3,220.21,563.87,212.27,4.07,3.89,s7_stimuli_t5.jpg,1591
1232115418,581.98,220.91,564.46,210.68,4.06,3.89,s7_stimuli_t5.jpg,1591
1232119417,581.65,221.22,563.82,210.58,4.06,3.89,s7_stimuli_t5.jpg,1591
1232123416,581.01,220.96,566.53,208.43,4.06,3.89,s7_stimuli_t5.jpg,1591
1232127415,580.01,221.36,564.84,208.41,4.06,3.9,s7_stimuli_t5.jpg,1591
1232131414,580.39,221.57,567.21,207.27,4.05,3.9,s7_stimuli_t5.jpg,1591
1232135413,578.6,221.21,566.32,208.34,4.05,3.89,s7_stimuli_t5.jpg,1591
1232139413,578.23,221.38,567.42,211.29,4.06,3.89,s7_stimuli_t5.jpg,1591
1232143412,577.74,222.63,569.04,215.9,4.06,3.89,s7_stimuli_t5.jpg,1591
1232147411,576.98,221.54,569.79,219.19,4.06,3.89,s7_stimuli_t5.jpg,1591
1232151410,576.17,221.58,569.79,222.43,4.07,3.89,s7_stimuli_t5.jpg,1591
1232155409,576.13,222.84,569.54,221.82,4.07,3.88,s7_stimuli_t5.jpg,1591
1232159408,577.03,223.83,568.43,223.41,4.07,3.89,s7_stimuli_t5.jpg,1591
1232163407,578.27,224.25,567.77,224.79,4.08,3.89,s7_stimuli_t5.jpg,1591
1232167406,578.05,224.88,567.23,225.17,4.07,3.88,s7_stimuli_t5.jpg,1591
1232171405,579.19,225.6,568.27,226.44,4.07,3.89,s7_stimuli_t5.jpg,1591
1232175405,578.94,226.4,567.25,227.42,4.07,3.88,s7_stimuli_t5.jpg,1591
1232179404,580.25,226.77,569.22,227.9,4.07,3.88,s7_stimuli_t5.jpg,1591
1232183403,581.08,226.32,568.49,228.74,4.06,3.88,s7_stimuli_t5.jpg,1591
1232187402,581.86,227.07,570.32,231.16,4.06,3.89,s7_stimuli_t5.jpg,1591
1232191401,579.83,227.5,566.85,231.32,4.06,3.89,s7_stimuli_t5.jpg,1591
1232195400,579.86,227.12,566.71,231.33,4.06,3.88,s7_stimuli_t5.jpg,1591
1232199399,579.78,227.01,567.5,235.26,4.07,3.89,s7_stimuli_t5.jpg,1591
1232203398,578.48,226.51,568.0,235.17,4.07,3.89,s7_stimuli_t5.jpg,1591
1232207397,577.61,226.41,568.73,236.76,4.06,3.89,s7_stimuli_t5.jpg,1591
1232211400,577.77,225.91,565.83,238.05,4.07,3.89,s7_stimuli_t5.jpg,1591
1232215402,577.97,225.1,566.16,240.28,4.07,3.89,s7_stimuli_t5.jpg,1591
1232219404,579.08,223.9,566.59,241.12,4.08,3.89,s7_stimuli_t5.jpg,1591
1232223407,578.42,222.71,565.27,241.57,4.08,3.89,s7_stimuli_t5.jpg,1591
1232227409,577.78,222.0,565.69,241.1,4.08,3.89,s7_stimuli_t5.jpg,1591
1232231411,579.19,220.37,566.95,240.22,4.08,3.89,s7_stimuli_t5.jpg,1591
1232235413,578.46,220.34,569.19,238.55,4.08,3.89,s7_stimuli_t5.jpg,1591
1232239416,579.52,220.69,571.17,238.1,4.08,3.89,s7_stimuli_t5.jpg,1591
1232243418,575.28,218.63,570.05,234.63,4.08,3.89,s7_stimuli_t5.jpg,1591
1232247420,575.93,216.43,568.38,232.23,4.08,3.89,s7_stimuli_t5.jpg,1591
1232251423,575.56,215.44,567.91,227.69,4.08,3.88,s7_stimuli_t5.jpg,1591
1232255425,570.18,214.26,567.25,224.03,4.08,3.88,s7_stimuli_t5.jpg,1591
1232259427,564.89,212.18,558.46,211.54,4.08,3.88,s7_stimuli_t5.jpg,1591
1232263429,566.65,209.24,554.69,202.69,4.08,3.89,s7_stimuli_t5.jpg,1591
1232267432,564.16,208.03,555.15,189.49,4.07,3.89,s7_stimuli_t5.jpg,1591
1232271434,560.29,204.47,552.28,191.11,4.06,3.9,s7_stimuli_t5.jpg,1591
1232275436,557.18,202.11,552.37,185.26,4.06,3.9,s7_stimuli_t5.jpg,1591
1232279438,559.12,199.68,545.22,183.65,4.06,3.9,s7_stimuli_t5.jpg,1591
1232283441,557.74,198.14,545.51,183.83,4.05,3.91,s7_stimuli_t5.jpg,1591
1232287443,557.42,198.24,543.23,182.19,4.05,3.91,s7_stimuli_t5.jpg,1591
1232291445,558.34,194.93,543.88,182.62,4.06,3.9,s7_stimuli_t5.jpg,1591
1232295448,555.87,195.92,542.22,183.32,4.05,3.91,s7_stimuli_t5.jpg,1591
1232299450,557.27,193.91,542.09,184.38,4.05,3.9,s7_stimuli_t5.jpg,1591
1232303452,555.1,193.42,542.9,186.67,4.05,3.9,s7_stimuli_t5.jpg,1591
1232307454,555.02,193.87,544.36,192.94,4.05,3.89,s7_stimuli_t5.jpg,1591
1232311455,555.84,194.3,541.63,198.27,4.04,3.89,s7_stimuli_t5.jpg,1591
1232315457,556.69,196.07,542.92,205.02,4.04,3.88,s7_stimuli_t5.jpg,1591
1232319458,557.07,195.96,541.48,208.44,4.04,3.88,s7_stimuli_t5.jpg,1591
1232323460,556.67,196.56,543.23,211.51,4.05,3.88,s7_stimuli_t5.jpg,1591
1232327462,556.95,196.24,545.71,213.91,4.04,3.88,s7_stimuli_t5.jpg,1591
1232331463,556.4,196.94,548.31,212.56,4.04,3.88,s7_stimuli_t5.jpg,1591
1232335465,555.67,197.99,548.62,214.08,4.04,3.87,s7_stimuli_t5.jpg,1591
1232339466,555.52,197.38,549.25,212.09,4.03,3.88,s7_stimuli_t5.jpg,1591
